%time,field.header.seq,field.header.stamp,field.header.frame_id,field.wrench.force.x,field.wrench.force.y,field.wrench.force.z,field.wrench.torque.x,field.wrench.torque.y,field.wrench.torque.z
1616943232225513133,99337,1616943232224916934,/base_link,3.31051539786,1.55066424198,14.6572519697,0.242384288462,-0.717112191053,0.021370660649
1616943232226105883,99338,1616943232225840091,/base_link,3.57267796909,1.79907449341,15.1548838697,0.504434587675,-0.280994893797,-0.284705688659
1616943232226741078,99339,1616943232226490020,/base_link,3.41428234338,2.570784511,14.7210344005,0.286393173503,-0.718419524233,-0.852876427294
1616943232269637373,99340,1616943232268919944,/base_link,3.48905855793,2.38128891626,15.3018492424,-0.192607227672,-0.591293205563,-0.763331731962
1616943232270184537,99341,1616943232269783973,/base_link,3.30217260893,2.58945262565,14.7658555217,-0.629164733571,-0.89762341459,-0.937713340018
1616943232271018666,99342,1616943232270689964,/base_link,3.53351131401,2.21191288857,15.4022643618,-0.105547589543,-0.461398206918,-0.762813343689
1616943232314433237,99343,1616943232313741922,/base_link,3.32087427644,1.25374575753,14.6561751853,0.026279104745,-0.995669593532,-0.46152982836
1616943232315623115,99344,1616943232315038919,/base_link,3.27908795225,1.39770297873,14.6454959009,-0.715868779247,-0.996799100858,-0.418053067693
1616943232316248012,99345,1616943232315910100,/base_link,3.19947210229,1.4042412618,14.1579936105,0.0697047892346,-1.43484198321,-0.897836970232
1616943232357364951,99346,1616943232356956958,/base_link,3.57473513681,1.56859932573,14.7396160838,-0.58701130639,-0.787204144601,-0.987131910379
1616943232358948832,99347,1616943232358383893,/base_link,3.38736394773,1.23863619049,14.7335825117,-0.893239010923,-0.963443547358,-0.55187975003
1616943232359777372,99348,1616943232359345912,/base_link,3.29350398811,0.809278544896,14.8785479207,-0.719286238834,-0.877431893609,-0.203359006949
1616943232401675043,99349,1616943232400899887,/base_link,3.23799773181,0.917445337591,14.4887701496,0.678910746789,-0.487613028567,-0.855691165159
1616943232402255865,99350,1616943232401865005,/base_link,2.95998080435,1.81795075022,14.1983896935,-0.0192635548268,-0.881767775416,-1.42394841691
1616943232402704289,99351,1616943232402451038,/base_link,3.068236588,1.12984023658,14.5705322813,0.155143361483,-0.489808651588,-1.03208739122
1616943232409324358,99352,1616943232408910989,/base_link,2.97108342494,0.986233289616,14.2124371232,0.417000292056,-0.70923003029,-1.12049728453
1616943232410202823,99353,1616943232409786939,/base_link,3.07364767529,0.258747418138,14.2498028051,0.462662464672,-0.53532721768,-0.772577551471
1616943232453308324,99354,1616943232452882051,/base_link,3.19918475006,0.0262510324987,14.2950979763,-0.497751764068,-0.100844887814,-0.33941402777
1616943232453967187,99355,1616943232453733921,/base_link,2.93924479532,0.168831359105,13.7562545274,0.0697733334258,-0.580876446334,-0.731504795706
1616943232454616860,99356,1616943232454360008,/base_link,3.2178726549,-0.130005098833,14.2301230107,0.11371168434,-0.0561915972069,-0.46872584039
1616943232497606759,99357,1616943232497087001,/base_link,3.04093587686,-0.0688798436545,13.3371575133,0.554069571699,-0.403807826616,-0.991988236531
1616943232498680761,99358,1616943232498224020,/base_link,3.09540286368,-1.02408098598,13.6283667696,0.728823391364,-0.185501130516,-0.207071770156
1616943232499635867,99359,1616943232499222040,/base_link,3.21779650241,-1.6262800409,13.7118712896,1.12216239951,-0.141258942839,0.14207906867
1616943232541403455,99360,1616943232540899991,/base_link,3.1244469002,-0.732245947978,13.1357514747,0.515304588354,-0.311512975408,-1.07781220691
1616943232542231011,99361,1616943232541915893,/base_link,3.10950517099,-1.50892103675,12.9510037711,0.55903508109,-0.399075560237,-0.380250700944
1616943232543153061,99362,1616943232542695999,/base_link,3.15740640977,-1.06401994054,13.1485512881,0.384625876643,-0.13754084349,-0.730480209743
1616943232585379423,99363,1616943232584952116,/base_link,3.03483942148,-1.76990147358,13.6191105049,1.08735581676,0.214667375777,-0.206555666397
1616943232586330015,99364,1616943232585932970,/base_link,2.9790153273,-1.73134974937,13.9821796132,0.870044823294,0.347659814696,-0.161573982303
1616943232587277480,99365,1616943232586899042,/base_link,2.80278752122,-1.29841421186,13.3864994152,0.783525016939,-0.175121665358,-0.553536073633
1616943232629569810,99366,1616943232629003047,/base_link,2.87121686973,-1.34172549151,13.2414565198,-0.0875273233268,0.0418610061993,-0.165992571754
1616943232630199719,99367,1616943232629978895,/base_link,2.71138287333,-0.558758150682,13.1267109611,0.130870311104,-0.13258491539,-0.995361523502
1616943232631297380,99368,1616943232630971908,/base_link,2.89804612015,-0.851742463508,13.6307357569,0.0436690289706,0.217581271056,-0.558786210385
1616943232677814989,99369,1616943232673922061,/base_link,2.75665630512,-0.925919099433,13.2046384022,0.613977207432,0.0462744208873,-0.559086631711
1616943232677829164,99370,1616943232675156116,/base_link,2.73688072515,-0.66695273849,13.1599506654,0.395854105711,-0.0413062151961,-0.735124938869
1616943232677835435,99371,1616943232676590919,/base_link,2.70993201353,-1.05103873296,12.7413333797,0.701441661668,-0.478447168213,-0.474499728868
1616943232717368450,99372,1616943232716914892,/base_link,2.58128921918,-0.365086315724,12.8601288239,-0.431551006903,-0.478726244651,-0.953694296721
1616943232718160780,99373,1616943232717808961,/base_link,2.49603533519,-0.886888221452,13.0075489212,-0.344594551411,-0.522760655245,-0.386424130862
1616943232718707103,99374,1616943232718472003,/base_link,2.38270683328,-1.21840424949,12.8401143778,-0.0828998530626,-0.566813912805,-0.21217701439
1616943232761588565,99375,1616943232760982036,/base_link,2.4349701647,-0.79518320211,12.892450102,-0.82478162368,-0.70063064126,-0.478650891226
1616943232762541616,99376,1616943232761976003,/base_link,2.68448731358,0.0364582432812,13.6137427993,-0.912311733746,-0.176845891711,-1.17659882231
1616943232763272872,99377,1616943232762949943,/base_link,2.65490119651,-1.17084369,13.4006396504,-0.825544965272,-0.438330768208,0.002430516902
1616943232805681481,99378,1616943232804951906,/base_link,2.07242755071,-0.163174416788,12.8221076721,-0.262000102354,-1.44860943208,-0.657584117836
1616943232806321380,99379,1616943232805998086,/base_link,2.42500331838,-0.587910089561,13.4603027327,0.174193085636,-0.839108492762,-0.353192247877
1616943232807178585,99380,1616943232806842088,/base_link,2.60155626212,0.074193708074,14.0013685636,-0.524311031441,-0.447167790541,-0.6596833976
1616943232849580098,99381,1616943232848969936,/base_link,2.16966525764,0.0564832347624,14.2566715559,-1.65973053276,-0.363686632573,-0.135013509439
1616943232850469663,99382,1616943232849956989,/base_link,1.71364689382,0.570940196193,13.763334107,-1.791557801,-0.88827562306,-0.353026400166
1616943232851203397,99383,1616943232850893974,/base_link,1.81085563129,0.890051084747,14.0645491939,-1.96719544612,-0.539762262814,-0.35298211163
1616943232861539342,99384,1616943232861109018,/base_link,1.85934184354,0.286229368741,14.1627771048,-0.702241230065,-0.321618324809,-0.178232025509
1616943232862451249,99385,1616943232862106084,/base_link,1.75598729627,0.9417520538,13.9064182474,-0.353386432501,-0.540669812756,-0.789944190586
1616943232910940645,99386,1616943232905220031,/base_link,1.4827301914,1.40044056333,14.4298364027,-0.269075994866,-0.196555961943,-0.711187787837
1616943232910944091,99387,1616943232906413078,/base_link,1.3224867557,1.23373725748,14.0582285517,-0.0948655637768,-0.634106363859,-0.49434830459
1616943232910946167,99388,1616943232907352924,/base_link,1.55351951958,1.43725376698,14.381380743,0.0359373295885,-0.285647053949,-0.844646801237
1616943232949528912,99389,1616943232949016094,/base_link,1.12777527328,2.5397881158,13.8809899345,-0.926972771146,-0.898351668348,-0.929959459223
1616943232950678377,99390,1616943232949980974,/base_link,1.07182637942,2.48350976084,14.0551781464,-1.1021017755,-0.81183070974,-0.7115086438
1616943232951358022,99391,1616943232951087951,/base_link,1.05636468065,2.59705017133,13.8595911106,-0.447745836107,-0.812620881045,-0.973157366232
1616943232993364831,99392,1616943232992844104,/base_link,0.72383632823,1.32585630343,13.8311961394,0.474377920698,-1.29515299337,-0.145948395374
1616943232994151947,99393,1616943232993793964,/base_link,0.902751100285,1.85426527087,14.0931543793,0.125329999051,-0.947480797624,-0.452295968351
1616943232995139588,99394,1616943232994716882,/base_link,1.20005404204,1.8897737589,14.944633465,0.299919683006,-0.249823377574,-0.758951785067
1616943233037464362,99395,1616943233036919116,/base_link,0.649814137807,2.22154076223,14.4471833321,-0.489306286959,-1.22173237495,-0.200971858108
1616943233038072353,99396,1616943233037830114,/base_link,0.943787154548,2.06152747355,15.202918224,-1.31908488859,-0.567372806663,0.148438861947
1616943233039027134,99397,1616943233038547039,/base_link,0.869551052066,1.82835469973,15.3560402964,-1.14504687732,-0.742023019855,0.323964614558
1616943233082104814,99398,1616943233081557035,/base_link,0.68903582713,3.22133159704,16.4306273108,0.600292427458,-0.351933763614,-1.20223039631
1616943233083208790,99399,1616943233082875967,/base_link,0.301563719645,2.89712572137,15.6210715191,0.0327349098184,-1.00823799439,-0.592838007562
1616943233083885213,99400,1616943233083652973,/base_link,0.284923840055,3.57677027215,15.7465197432,-0.535070023038,-0.835560230923,-0.856521376957
1616943233125422230,99401,1616943233124974966,/base_link,-0.0335119046575,3.40790489881,15.6898286908,-0.62492634869,-0.707149550977,-0.903571735455
1616943233126204057,99402,1616943233125962972,/base_link,0.196262746909,3.78948918425,16.2225870898,-0.712499263992,-0.227191190781,-1.34010967196
1616943233127109273,99403,1616943233126626014,/base_link,0.239229777309,3.03318598364,16.2626136251,-0.800391568166,-0.0959295655725,-0.467541907988
1616943233169391324,99404,1616943233168953895,/base_link,-0.417297985569,3.71419413374,15.6907542479,-1.19777663647,-0.406633270469,-0.955544008245
1616943233170292702,99405,1616943233169889926,/base_link,-0.325749581523,3.61979040944,15.844842351,-1.19842619505,-0.319251665896,-0.780707592521
1616943233171027640,99406,1616943233170650959,/base_link,-0.173868198643,3.28554110196,16.2516263332,-0.806072564441,0.161835364363,-0.649243752068
1616943233217059176,99407,1616943233213155031,/base_link,-0.69991528745,2.8287953357,15.9083462124,-1.11620938037,-0.450731312791,-0.391208957765
1616943233217069297,99408,1616943233214488029,/base_link,-1.01299992455,2.48735358172,15.5980281345,-0.767602578556,-0.756838791147,-0.216576938311
1616943233217190525,99409,1616943233216620922,/base_link,-0.772534937154,3.00622054836,16.1177553646,-0.986161018089,-0.101910950415,-0.740071330241
1616943233257370764,99410,1616943233256934881,/base_link,-0.610314687965,3.79968390251,15.585505616,-0.948098507278,-0.321244589018,-1.35458136597
1616943233258213801,99411,1616943233257872104,/base_link,-0.48990075489,3.50865093005,15.8045658604,-0.905362288693,0.0710137162825,-1.35642925524
1616943233258851702,99412,1616943233258577108,/base_link,-0.551859397175,3.1681580513,15.7113995709,-1.12456404657,-0.01663548251,-1.00888941616
1616943233301281482,99413,1616943233300915002,/base_link,-0.44145939978,3.78893806032,14.9444894835,0.051415504546,-0.150551782259,-0.967706722959
1616943233302180429,99414,1616943233301820993,/base_link,-0.444177072462,3.71540821429,15.0252670253,0.662877795788,-0.237358102999,-1.22921555028
1616943233302987546,99415,1616943233302669048,/base_link,-0.666583012241,3.17126255173,15.4499108742,0.838080619372,-0.149424772262,-1.14175406905
1616943233345477787,99416,1616943233345042943,/base_link,-0.813894890541,2.41300531905,14.3682740944,0.490546423933,-0.544242165385,-0.753511447331
1616943233346373270,99417,1616943233346029043,/base_link,-0.758516426528,2.61071741544,14.3494887225,0.228587608727,-0.414232752377,-0.624377106574
1616943233347101006,99418,1616943233346836090,/base_link,-0.740265651354,2.83527008811,14.3710470188,-0.470167702172,-0.415273659269,-0.53902271544
1616943233389865783,99419,1616943233389348983,/base_link,-0.00459092828853,2.24584217482,15.5657870323,1.19388151148,0.236485443066,-0.893613665309
1616943233390634289,99420,1616943233390316009,/base_link,-0.183643008704,1.63522676779,15.1760435546,1.76254195752,-0.154946678935,-0.718101745086
1616943233391637513,99421,1616943233391233921,/base_link,-0.356945128758,1.80409375871,14.0864646878,1.15267377725,-0.765744105714,-0.630129861021
1616943233433338939,99422,1616943233432849884,/base_link,-0.14019314415,1.84072279994,13.8659296466,1.6395054726,-0.549917002303,-0.716878954816
1616943233434158410,99423,1616943233433870077,/base_link,-0.33352968704,2.08532469679,13.2470597679,2.33913151561,-1.07491120282,-1.19774104834
1616943233434860065,99424,1616943233434592962,/base_link,-0.0509221264288,1.44267907003,13.257643123,2.51513653419,-0.813866183926,-0.762203308341
1616943233477583723,99425,1616943233476985931,/base_link,0.352448795749,1.05726361025,14.0227025351,0.690129653977,-0.0714399274777,-0.675948953286
1616943233478210164,99426,1616943233477941036,/base_link,0.380657335153,0.133018182825,12.8788177422,0.866015923828,-0.984332467647,-0.238621178152
1616943233478907825,99427,1616943233478604078,/base_link,0.564027614992,0.342441027015,13.1909263646,0.692074396916,-0.722865024331,-0.500327271481
1616943233522002970,99428,1616943233520996093,/base_link,0.784934539745,0.0112409182856,12.9159611733,1.74604022763,-0.465152755551,-0.855801855558
1616943233523501643,99429,1616943233521944046,/base_link,0.835506832179,-0.268512816796,12.6354048525,2.18388413267,-0.552245147999,-0.811904686542
1616943233523518335,99430,1616943233522881031,/base_link,1.16686020396,-0.0549261141558,12.737287704,2.05454701745,-0.333346527166,-0.985921714232
1616943233565430767,99431,1616943233564999103,/base_link,1.63282572255,-0.657036284599,11.8079477005,0.227503126024,-0.644167730522,-0.945687558518
1616943233566365195,99432,1616943233565941095,/base_link,1.92441104693,-1.05761435261,11.7535545133,0.0964229816748,-0.557874343395,-0.597995831846
1616943233567147537,99433,1616943233566817045,/base_link,1.85830460719,-0.15040841613,11.279915414,0.00915940527772,-0.865025078213,-1.47221084991
1616943233613673410,99434,1616943233610285043,/base_link,2.72969510999,-1.83844259881,11.142735515,0.798225271981,-0.344328059515,-0.734749748905
1616943233613679113,99435,1616943233611716032,/base_link,2.56107732339,-1.63102391514,10.7341238153,1.01689562455,-0.520194297101,-1.30413856721
1616943233613682605,99436,1616943233612580060,/base_link,2.55063249032,-1.54031601683,10.5849158404,1.19200956085,-0.608870854219,-1.61159438301
1616943233653429457,99437,1616943233652888059,/base_link,2.30830851365,-3.25521666507,9.92864050033,0.188549193573,-1.05421904484,-0.307537516411
1616943233654316685,99438,1616943233653850078,/base_link,2.5776565516,-2.84518045797,10.2068840139,-0.204338854068,-0.618865938989,-0.657816151876
1616943233654839993,99439,1616943233654558897,/base_link,2.44958597302,-2.31874210445,9.83668548516,-0.291905492887,-0.970020331712,-1.22690445071
1616943233697501639,99440,1616943233697163105,/base_link,2.9934100477,-2.74226396444,9.67831043605,0.145695207196,-0.889740807712,-1.53666987229
1616943233698545393,99441,1616943233698183059,/base_link,2.99287110967,-2.59907763123,9.44519619423,-0.116290019818,-1.02260575412,-1.669068855
1616943233699525579,99442,1616943233699107885,/base_link,3.28289252659,-2.99578301908,9.99846642123,-0.37857297048,-0.674822751117,-1.23417578147
1616943233741466056,99443,1616943233740998983,/base_link,3.7742287826,-2.59926237862,10.2971083393,-0.817990971991,-0.555130425156,-1.63755327861
1616943233742307957,99444,1616943233741967916,/base_link,3.73190610675,-2.8276224185,10.1967671733,-0.731118396775,-0.686665898708,-1.63763449766
