Time,ForceX,ForceY,ForceZ,TorqueX,TorqueY,TorqueZ
1615136358.23972988,35.1995,-5.07942,-3.0675,-0.224912,1.90097,6.42237
1615136358.25038003,35.2819,-5.60108,-3.31136,-0.181278,2.12045,6.73177
1615136358.25809049,35.0332,-5.49582,-3.55212,0.168049,2.16539,6.56111
1615136358.68212985,35.1602,-4.23566,-2.7203,-0.391071,3.02181,6.02017
1615136358.69901943,34.7549,-4.03462,-3.42604,-0.434657,2.63079,5.58601
1615136358.71180105,35.1848,-4.01837,-2.38278,-0.696606,3.50621,5.41355
1615136358.112324953,33.5707,-3.98941,-2.29125,-1.21421,3.4837,4.42406
1615136358.114161968,33.7545,-4.58646,-1.72964,-0.472553,4.01044,4.51315
1615136358.115863084,33.186,-3.92244,-2.07919,-0.778127,3.5333,4.03443
1615136358.160902023,31.8705,-3.65148,-2.29335,-0.826885,4.03679,2.59885
1615136358.162575006,31.8349,-4.14077,-2.01577,-0.390826,4.21544,2.99168
1615136358.164246082,31.5057,-3.56551,-1.8193,-0.783751,4.39471,2.03122
1615136358.207685947,30.6872,-2.5182,-0.831332,-0.672228,5.09477,-0.588792
1615136358.209561109,30.2039,-3.23629,-0.714541,-1.50235,5.23261,0.195191
1615136358.210889101,29.9221,-3.26922,-0.547604,-1.28507,5.3273,0.193239
1615136358.253103017,28.4082,-3.76815,0.557886,-1.51149,5.51902,-1.69972
1615136358.254204988,28.0652,-3.66745,1.2281,-1.33798,6.00855,-2.05038
1615136358.255239009,27.5019,-3.75602,0.727456,-1.33901,5.45003,-2.09526
1615136358.300046920,26.6667,-3.61293,3.10721,-1.96287,5.79727,-3.951
1615136358.301187038,26.3158,-3.60688,2.51912,-1.35346,5.54716,-3.99815
1615136358.302459955,26.5189,-4.05794,2.84992,-1.79153,5.6895,-3.4338
1615136358.348366022,26.0792,-4.00395,5.31443,-0.759301,5.35218,-4.03019
1615136358.349678039,26.1114,-4.34591,5.75605,-1.80836,5.45122,-3.37848
1615136358.350961923,26.2929,-3.35996,4.96089,-2.25444,5.46343,-3.33759
1615136358.392702102,25.8492,-1.98889,5.35805,-1.52965,4.50207,-2.75174
1615136358.394000053,25.751,-2.59634,5.69087,-1.18204,4.38065,-1.92437
1615136358.395206928,25.6522,-2.60634,5.81824,-0.484746,3.90939,-2.01393
1615136358.440064907,26.1695,-1.67816,6.83967,-1.19684,3.2394,-0.679391
1615136358.441468954,25.9626,-1.75321,6.89263,-1.72206,3.07101,-0.0698125
