Time,ForceX,ForceY,ForceZ,TorqueX,TorqueY,TorqueZ
1615136626.656162023,-1.80922,-1.40159,11.9022,-0.592241,-0.225524,-0.927544
1615136626.657316923,-1.79835,-0.885209,11.9651,-0.374103,-0.268985,-1.53838
1615136626.658664941,-1.87101,-1.55588,12.0479,-0.112164,-0.3997,-1.10092
1615136626.700160026,-1.63175,-1.72248,12.0411,-0.329165,-0.402578,-1.06087
1615136626.701987028,-1.37832,-1.38916,12.7581,-0.984709,0.165254,-1.06247
1615136626.703480005,-1.48212,-1.08342,12.6477,-1.11666,-0.00896537,-1.23814
1615136626.744410991,-1.6948,-2.51945,12.3908,-0.637547,-0.270889,-0.622098
1615136626.746220111,-1.4605,-1.5846,12.6624,-0.376038,0.0347812,-1.71509
1615136626.747576951,-2.44197,-1.32713,11.3215,-0.68691,-0.668357,-1.41222
1615136626.787910938,-1.65506,-2.02804,11.8631,-0.341162,-0.233016,-1.24043
1615136626.788697957,-1.70996,-2.13831,11.8067,-0.952622,-0.319981,-1.02119
1615136626.789285898,-2.03367,-2.48124,11.3852,-0.909592,-0.800927,-0.88957
1615136626.832041025,-1.10251,-1.97714,12.3292,0.0449078,0.0656915,-1.29442
1615136626.832655906,-1.41552,-2.06242,11.9306,-0.697619,-0.458603,-0.990215
1615136626.833177089,-1.30663,-1.5946,12.3652,-0.436076,-0.196784,-1.6458
1615136626.875931978,-1.3816,-2.60614,11.8158,-0.65622,-0.632738,-0.719242
1615136626.876843929,-2.06226,-1.58557,11.4744,-0.922186,-0.596467,-1.19989
1615136626.877572059,-2.06252,-1.37991,11.3498,-1.09776,-0.728746,-1.24478
1615136626.920702934,-2.06283,-1.61174,11.8285,-0.316134,-0.779908,-1.07961
1615136626.923064947,-1.51248,-1.81947,12.948,-0.359986,0.137581,-0.948568
1615136626.925494909,-1.55163,-2.61856,12.6252,-0.272771,-0.210701,-0.205048
1615136626.963979005,-2.10705,-1.7424,12.2186,-0.187928,-0.649705,-0.812094
1615136626.964803934,-1.71118,-1.45834,13.142,-0.843377,0.223873,-0.72613
1615136626.965487003,-2.0564,-1.58901,12.5649,-0.800682,-0.343887,-0.50922
1615136627.7911920,-2.5959,-2.25074,12.1325,-0.147346,-0.220304,-0.0287335
1615136627.8546113,-2.82394,-1.07469,11.5718,-0.758341,-0.700665,-0.769047
1615136627.9229898,-2.39394,-1.43154,12.5332,-0.234622,0.173681,-0.723926
1615136627.52207946,-2.60399,-1.07283,12.1794,-0.194194,-0.0872064,-0.902376
1615136627.53873062,-2.93921,-1.7878,11.5008,-0.238258,-0.568027,-0.205011
1615136627.55161952,-2.77815,-1.55579,11.8252,-0.413201,-0.218955,-0.336592
1615136627.60455083,-2.60501,-1.46687,11.987,-0.326174,-0.0875923,-0.511401
1615136627.63186883,-2.91541,-1.42457,11.4108,-0.501005,-0.742985,-0.467401
1615136627.103935956,-3.08675,-1.26344,12.05,0.328693,-0.5253,-0.767064
1615136627.104847908,-3.08816,-0.890752,12.0457,-0.107509,-0.481909,-0.985178
1615136627.105578899,-2.94315,-1.50968,12.0704,-0.107566,-0.482185,-0.505005
1615136627.148396015,-2.42564,-0.837057,13.3532,-0.285268,0.475088,-0.991737
1615136627.150329113,-2.66256,-1.02575,12.7904,-0.634847,-0.0915155,-0.686134
1615136627.152394056,-2.83334,-0.278496,12.1819,-1.11877,-0.265784,-0.860101
1615136627.196382045,-2.99402,0.403874,12.0808,-0.376315,-0.656488,-1.468
1615136627.198705911,-2.89423,0.668176,12.3182,-0.59516,-0.526641,-1.60101
1615136627.203772068,-2.86187,0.177748,12.4577,-0.0718616,-0.396463,-1.38492
1615136627.240073919,-2.89097,-0.915606,12.6453,-0.597753,-0.624079,-0.086793
1615136627.241138935,-2.64427,-0.498928,13.277,-0.204971,-0.0997953,-0.69737
1615136627.241849899,-2.98328,-0.647308,12.5055,0.275564,-0.798682,-0.783841
1615136627.284297943,-2.98564,-0.594863,12.4839,0.319729,-0.631925,-0.949482
1615136627.285989999,-3.25936,-0.655539,11.7829,0.582239,-1.11351,-0.949473
1615136627.287475109,-3.18943,-0.526807,11.9225,-0.0286284,-0.940463,-0.688187
1615136627.328407049,-3.40696,-0.55855,12.0781,0.406245,-0.821673,-0.833439
1615136627.330755949,-3.26445,-0.232675,12.1181,0.144636,-0.648031,-1.0526
1615136627.332918882,-3.0812,0.0133074,12.5555,0.275967,-0.386351,-1.44602
1615136627.372061014,-3.47493,0.156155,12.3595,0.279501,-0.828331,-1.66012
1615136627.372988939,-3.27144,-0.330639,12.7431,-0.113519,-0.348729,-1.09446
1615136627.373580932,-3.54853,0.0811312,12.2993,-0.0264679,-0.83064,-1.49001
1615136627.415950059,-3.24373,-1.00621,12.6373,-0.02618,-0.53272,-0.932285
1615136627.416542053,-2.92115,-1.34305,12.4437,0.407624,-0.0935817,-0.58107
1615136627.416999101,-3.04003,-0.412848,12.0117,0.0589934,-0.442595,-1.27906
1615136627.459846973,-3.03536,-0.140758,11.7412,-0.159409,-0.534914,-1.68281
1615136627.460505008,-3.22698,-0.254161,11.3653,-0.0721318,-0.885346,-1.50901
1615136627.460990905,-3.13151,-0.657598,11.7148,-0.0282828,-0.536283,-1.11554
1615136627.503881931,-3.20846,-0.750968,12.0626,0.278623,-0.228299,-1.42004
1615136627.504578113,-3.46521,0.143866,11.5276,0.14757,-0.491664,-2.2973
