Time,ForceX,ForceY,ForceZ,TorqueX,TorqueY,TorqueZ
1615136542.312216997,2.50055,-2.46875,13.9368,-0.351863,0.0298385,-0.0537048
1615136542.313826084,2.46215,-2.9452,13.8627,-0.264437,-0.101022,0.4294
1615136542.315022945,2.69479,-3.33587,14.3154,-0.133199,0.336231,0.519906
1615136542.356190919,2.20308,-2.60412,13.8812,-1.00803,-0.0123548,-0.0869181
1615136542.357757091,2.21111,-2.3954,13.8089,-0.572284,-0.0125913,-0.175208
1615136542.359627962,2.33285,-2.46965,13.7719,-0.136221,0.205807,-0.088805
1615136542.404000043,1.72305,-2.5649,13.667,-0.267832,-0.139704,-0.0382564
1615136542.405050039,1.87524,-2.2932,14.2214,-0.311231,0.428591,-0.428849
1615136542.406157016,1.8745,-2.93591,14.2647,-0.223792,0.342225,-0.0772772
1615136542.448021888,2.36651,-3.04583,14.0428,-0.31136,0.258767,0.14357
1615136542.449028968,2.22658,-1.90493,14.1576,-0.0496269,0.21539,-0.730794
1615136542.449697017,1.71039,-1.81986,13.781,-0.00616095,-0.177814,-0.776054
1615136542.492130041,1.59888,-2.43404,14.6526,0.737743,0.566888,-0.772953
1615136542.493089914,1.99037,-2.26225,15.0396,-0.134727,0.917982,-0.553142
1615136542.494045019,1.84199,-1.62878,14.6582,-0.0907796,0.439066,-1.11945
1615136542.536039113,1.42017,-2.12368,14.1883,-0.132285,0.181375,-0.550046
1615136542.537220001,1.54586,-2.22097,14.2439,-0.0887986,0.312764,-0.507141
1615136542.538204908,1.78603,-2.97527,14.7184,0.260293,0.706753,0.147318
1615136542.540030002,1.433,-2.35929,14.311,0.784591,0.402078,-0.770127
1615136542.540971040,1.38746,-2.00362,14.6071,0.566764,0.577671,-0.989828
1615136542.584328889,1.42104,-1.52594,14.2393,0.174491,0.449931,-1.03794
1615136542.586723089,1.42028,-1.88624,14.1893,0.436666,0.319708,-0.819779
1615136542.589016914,1.56017,-1.76845,14.4292,0.611848,0.495331,-1.08154
1615136542.628360986,1.31337,-2.15996,13.9617,0.134505,0.454414,-0.594082
1615136542.629185914,1.13003,-1.75244,13.5193,-0.040008,0.149233,-0.812768
1615136542.630053997,0.99015,-1.73299,13.4207,-0.0837777,-0.1129,-0.770097
1615136542.671967029,1.42143,-2.44476,13.3668,-0.0424316,-0.114291,-0.256315
1615136542.672619104,1.5097,-2.01148,13.6156,0.00140271,0.104022,-0.692182
1615136542.673027992,1.10474,-2.2228,13.4397,-0.129388,-0.245484,-0.647722
