Time,ForceX,ForceY,ForceZ,TorqueX,TorqueY,TorqueZ
1615136813.956223964,-1.10998,-4.51228,16.2907,1.22596,0.64346,0.720848
1615136813.958173990,-1.1951,-4.40915,16.125,0.658955,0.469068,0.807777
1615136813.960632085,-1.38204,-4.53089,15.6422,1.05212,-0.0112533,0.676769
1615136814.3930091,-1.22582,-4.81093,15.4088,0.84097,0.117523,0.465355
1615136814.4693031,-1.58183,-4.50447,15.1983,0.711835,0.0293507,-0.100916
1615136814.5410909,-1.21758,-4.95231,15.6467,0.581403,0.203554,0.772936
1615136814.47967910,-0.671456,-5.29061,15.5878,-0.768833,0.332884,0.337162
1615136814.48888921,-0.794874,-5.35458,15.8373,-0.813037,0.507858,0.729223
1615136814.49949884,-1.24548,-4.75673,15.0279,-0.507849,-0.0157715,0.336056
1615136814.89359045,-1.09894,-5.21783,15.4046,0.146594,0.377066,0.641362
1615136814.92528104,-1.40498,-5.47639,14.7999,0.234084,-0.496332,0.641607
1615136814.132349967,-1.07778,-5.9083,15.623,0.148319,0.0691212,1.03917
1615136814.133699893,-1.02,-4.85556,15.213,0.629142,-0.542606,-0.00682805
1615136814.134577035,-0.416121,-5.54568,15.3214,0.149543,-0.325089,0.343211
1615136814.176142930,-0.854795,-5.02468,14.8437,0.194989,-0.504108,0.30753
1615136814.177275896,-0.571939,-4.5734,15.6951,-0.15398,0.106668,0.264215
1615136814.178563117,-1.03149,-5.59267,15.2807,0.500788,-0.0682817,0.832094
1615136814.224765062,-1.07171,-5.71714,14.8997,0.807223,-0.115182,0.74523
1615136814.228190898,-1.00794,-5.36847,15.1313,0.632989,-0.0281432,0.352311
1615136814.231216907,-0.68508,-6.15678,15.2264,0.240312,0.0152361,0.919468
1615136814.272013902,-0.359464,-5.93695,15.7529,0.458017,0.314283,-0.0374362
1615136814.272813081,-0.780197,-6.09119,15.0523,0.58924,-0.602677,-0.12457
1615136814.273438930,-0.710139,-5.55293,15.2932,0.371295,-0.472209,-0.517424
1615136814.319850921,-0.708486,-5.34024,15.4374,-0.283355,-0.385241,-0.299523
1615136814.320566892,-0.738446,-5.75875,15.2278,-0.108865,-0.385637,0.00599804
1615136814.363897085,-0.81583,-4.89501,16.2712,0.108636,0.181009,-0.736844
1615136814.364480972,-1.0094,-4.27712,16.2837,0.19602,0.0502713,-1.34793
1615136814.364893913,-0.99696,-5.04934,16.4842,0.23963,0.137648,-0.780687
1615136814.407880067,-1.27446,-5.00461,16.1562,-0.676477,-0.256666,-0.608476
1615136814.408615112,-1.51331,-5.0182,15.9781,-0.589483,-0.475159,-0.39044
1615136814.409188985,-1.66708,-5.21504,16.1577,0.0650718,-0.213565,-0.43395
1615136814.452094078,-1.65191,-4.23597,16.2007,0.0650625,0.00412646,-0.565314
1615136814.453170061,-1.50338,-4.05528,16.7373,0.41422,0.484503,-0.696409
1615136814.454020977,-1.69773,-4.27236,15.9979,0.195955,-0.126417,-0.566103
1615136814.456211090,-1.33938,-4.71339,16.4109,0.850574,0.353841,-0.610283
1615136814.457390069,-1.63434,-4.50901,15.8526,0.370476,-0.0824788,-0.567699
1615136814.502120971,-2.18079,-4.68622,15.4203,-0.198116,0.0491648,-0.179421
1615136814.504069089,-2.19374,-4.05843,15.1082,-0.809241,-0.169035,-0.572419
1615136814.505376100,-1.90942,-4.39769,15.79,-0.285699,0.354781,-0.0918814
1615136814.544279098,-2.28027,-4.53984,16.0162,0.722153,0.488718,-0.218907
1615136814.545512914,-2.71512,-4.71192,15.2712,0.373002,-0.0349598,0.085795
1615136814.546798944,-2.6229,-4.95774,15.7436,0.373162,0.357862,0.216821
1615136814.588499069,-3.02326,-4.45683,15.066,0.286996,0.403332,0.0425293
1615136814.590655088,-2.6939,-5.42078,15.9731,0.418223,1.18931,0.78544
1615136814.592071056,-3.10177,-4.78774,14.9882,-0.192375,0.229255,0.69903
1615136814.593461990,-2.93935,-4.31377,15.5778,0.724498,0.709549,0.00168088
1615136814.594815969,-2.90003,-4.9547,15.6511,0.463684,0.668335,0.65471
1615136814.596093893,-2.8811,-4.70216,16.0451,0.551005,0.930778,0.523254
1615136814.597188949,-3.08599,-4.28997,15.4777,0.0272939,0.494753,0.566346
1615136814.632497072,-2.93566,-4.34933,15.8316,0.55101,0.931705,0.391583
1615136814.634320020,-3.05135,-3.8451,15.266,0.551273,0.32105,-0.306832
1615136814.676388025,-2.99055,-3.63148,15.8009,0.553297,0.277636,0.00134452
1615136814.679141998,-2.98096,-4.44476,15.4531,0.335488,0.102705,0.744265
1615136814.680371999,-2.37817,-4.58239,16.1863,1.16539,0.801076,0.0474304
1615136814.720233917,-2.60383,-4.41293,16.2027,-0.621771,0.234263,0.400158
1615136814.722222089,-2.50768,-4.39887,15.8378,-0.403764,0.0160868,0.225385
1615136814.724035978,-2.44241,-4.97755,15.8564,0.556255,-0.158735,0.399726
1615136814.764400005,-2.68135,-4.72343,16.6285,0.468925,-0.289684,0.352313
1615136814.765902996,-2.27519,-4.46117,17.4456,0.381735,0.452384,0.0900891
1615136814.767088890,-2.93851,-4.81893,16.4151,0.556453,-0.551721,-0.0846977
1615136814.808574914,-2.70831,-5.6095,16.9237,-0.0994268,-0.420472,0.745963
1615136814.811120986,-2.4227,-4.76518,17.2264,-0.928428,0.103083,0.135661
1615136814.812536954,-2.44786,-5.24128,17.0587,-0.186455,-0.202782,0.223974
1615136814.852253913,-1.74424,-6.47618,17.8072,0.555389,0.102151,0.311976
1615136814.853768110,-1.26702,-5.32763,18.3324,-0.754044,0.451795,-0.169231
1615136814.855470895,-1.68271,-5.35417,18.1011,-1.1038,0.0593023,0.266165
1615136814.896262884,-1.6204,-5.91414,17.6405,-0.759215,0.105256,0.702062
1615136814.897743940,-2.11381,-6.21072,17.3854,-0.279007,-0.113395,0.877821
1615136814.899152994,-2.28817,-5.28459,16.8714,-0.671433,-0.463018,0.0933811
1615136814.940171003,-1.35113,-5.74713,17.4266,-0.847478,0.149815,-0.431316
1615136814.941657066,-1.2758,-5.31778,17.6155,-0.804389,-0.111816,-0.475933
1615136814.942912101,-1.32699,-4.8179,17.2676,-2.02717,-0.329881,-0.171785
1615136814.984410047,-1.11597,-5.20682,17.6551,-1.72328,0.0630918,0.440705
1615136814.985578060,-1.43487,-5.11654,17.1686,0.109845,-0.111771,-0.299678
1615136814.986531972,-1.48662,-4.82937,16.9908,0.241146,-0.0683152,-0.77896
1615136815.28204917,-1.24254,-5.18408,16.815,-1.33278,-0.374231,0.264287
1615136815.29565095,-1.21627,-4.68175,16.591,-1.37716,-0.330494,-0.43527
1615136815.30915975,-1.22601,-5.53675,17.087,-0.856206,0.149356,0.480263
1615136815.72371006,-1.13852,-5.409,17.1629,1.10751,0.236696,0.393427
1615136815.74693918,-1.12212,-4.1777,17.4111,0.584598,0.455037,-0.609395
1615136815.76332092,-1.12487,-4.66535,17.6695,-0.200682,0.498849,0.0896361
1615136815.116462945,-0.699065,-4.2256,17.0394,-0.375742,0.325748,-0.0390833
1615136815.119395017,-0.565689,-4.66375,16.7652,-0.506938,0.0639488,0.30972
1615136815.121577024,-0.311514,-4.53174,17.4415,0.322165,0.631666,-0.0832267
1615136815.164149999,-0.653822,-3.99853,16.8579,0.714483,-0.0211258,-0.35077
1615136815.165539979,-0.92307,-3.69193,16.5832,0.802,-0.283253,-0.613285
1615136815.166687011,-0.54692,-3.5926,17.3561,0.540219,0.458815,-0.526464
1615136815.211934089,-0.190464,-4.21329,16.915,0.544763,0.635176,0.0879909
1615136815.212553977,0.247027,-3.54209,17.258,0.981739,1.1595,-0.434827
1615136815.212989091,0.523874,-3.55161,17.2928,1.06954,1.33492,-0.477853
1615136815.259871006,-0.247924,-4.9568,16.3897,0.896709,0.335,0.175595
1615136815.260493993,-0.220706,-4.35271,17.0104,0.765899,0.684702,-0.305383
1615136815.260999917,-0.203389,-4.15582,16.8608,0.285678,0.510714,-0.088462
1615136815.303898096,-0.670907,-3.96337,16.3778,0.939926,0.0326197,-0.791046
1615136815.304546117,-0.714399,-4.40714,16.0165,0.896562,-0.360632,-0.136429
1615136815.305140972,-0.0451156,-4.90139,17.0382,1.11518,0.730561,-0.0925174
1615136815.305823087,-0.383918,-4.65231,16.8778,0.72281,0.381559,0.038629
1615136815.306291103,-0.521175,-4.79845,16.4143,0.288856,0.0755445,-0.480465
1615136815.306700944,-0.428015,-4.13251,16.8971,0.0708842,0.337493,-0.523576
1615136815.307100057,-0.63151,-3.9964,16.7942,-0.147212,0.337686,-0.479523
1615136815.352109909,-0.967357,-5.12938,16.3405,0.551175,-0.317405,0.132008
1615136815.352776050,-1.20541,-4.67589,15.9039,0.682507,-0.754563,-0.347773
1615136815.353204011,-0.64949,-4.51935,17.067,0.508134,0.249143,-0.391568
1615136815.353602886,-0.328271,-5.12299,17.9272,1.11924,0.816954,-0.17364
1615136815.354034900,-0.913256,-4.84025,17.2367,0.159206,0.0758506,-0.351379
1615136815.354620933,-0.861416,-4.98618,17.3362,0.333632,0.119639,-0.221228
1615136815.355236053,-0.81601,-4.07644,17.512,-0.408457,0.20736,-0.614982
1615136815.399924039,-1.09102,-4.83566,17.4756,0.0713386,-0.0544836,-0.179016
1615136815.400599002,-0.898938,-4.56661,17.3998,0.158717,0.0328815,-0.790153
1615136815.447833061,-0.485166,-4.28684,17.3344,-0.67228,0.120742,-0.438197
1615136815.448342084,-0.602391,-5.03964,17.3711,-0.235991,0.12067,0.0422928
1615136815.448740959,-0.956308,-4.53906,17.0304,-0.366974,-0.0103399,0.086012
1615136815.491816997,-0.918963,-5.5505,17.7795,0.372916,0.296863,0.909759
1615136815.492350101,-1.08442,-5.4192,17.4639,0.416783,-0.00880636,0.4733
1615136815.492774963,-0.609099,-5.18584,17.2077,-0.586896,-0.00883511,-0.00695547
1615136815.535806894,-0.723635,-5.12542,17.5116,-0.848433,0.251348,0.480019
1615136815.536302089,-0.902606,-4.98715,17.1717,-0.324801,0.0767083,0.262255
1615136815.536705017,-1.0491,-4.86219,16.7186,-0.762982,-0.0102191,0.524122
1615136815.579771995,-1.3112,-4.5453,17.0902,0.151875,-0.00979035,0.258279
1615136815.580275058,-0.724026,-4.55893,17.9849,-0.284815,0.732726,0.126314
1615136815.580645084,-0.614827,-4.03047,17.9014,-0.503372,0.42796,-0.52944
