Time,PosX,PosY,PosZ,OriX,OriY,OriZ,OriW,LinX,LinY,LinZ,AngX,AngY,AngZ
1615138920.791014182,-0.0428154,1.55059,-0.651878,0.0436739,0.00688161,0.612612,0.789146,6.02734e-05,0.0093625,-0.00286782,-0.0315338,-0.00926476,0.0109154
1615138920.796075768,-0.0426388,1.55052,-0.651756,0.0436105,0.00683334,0.612654,0.789118,0.000936351,0.0117661,-0.000941874,-0.0324026,-0.000537293,-0.00129195
1615138920.801074564,-0.0428981,1.55068,-0.652062,0.0435771,0.00679533,0.612681,0.789099,0.000770853,0.00963391,-0.00164623,-0.0201857,-0.00402755,0.00395108
1615138920.805793790,-0.0430518,1.55053,-0.651862,0.0435167,0.00673096,0.612666,0.789114,0.000432606,0.0135092,-0.00206499,-0.0367652,-0.00577308,-0.00303569
1615138920.810601685,-0.0427739,1.55033,-0.651466,0.043465,0.00668537,0.612611,0.78916,0.000709964,0.0135979,-0.000469028,-0.0280381,-0.0014106,-0.0108959
1615138920.815605791,-0.0431311,1.55062,-0.651803,0.0434122,0.00664204,0.612582,0.789186,0.000773014,0.0100327,-0.000200795,-0.0262973,0.000333756,0.00480336
1615138920.820592333,-0.0427501,1.55054,-0.652329,0.0433634,0.00658486,0.612566,0.789201,0.000678255,0.009707,-0.00096701,-0.0245619,-0.000547868,0.0109046
1615138920.825387700,-0.042767,1.55048,-0.652146,0.0433209,0.0065369,0.612554,0.789214,6.82279e-06,0.0109664,-0.00164417,-0.0254348,-0.00403918,0.00740757
1615138920.830308571,-0.0429451,1.55086,-0.652643,0.0432886,0.00654418,0.612541,0.789226,0.00107938,0.012764,0.000859673,-0.00885043,0.00992357,-0.0100411
1615138920.835182566,-0.0431555,1.5507,-0.652455,0.043263,0.0065293,0.612552,0.789218,0.000415497,0.0155075,-0.00062689,-0.0132115,0.000325024,-0.0143962
1615138920.840124362,-0.0429796,1.55067,-0.652395,0.0432162,0.00652691,0.612611,0.789175,0.00112621,0.012626,0.00132359,-0.0167036,0.00992534,0.00132385
1615138920.845011822,-0.0430305,1.55074,-0.652503,0.0432012,0.00650723,0.612678,0.789125,-0.000179117,0.0105948,-0.00108957,-0.010595,-0.00316371,0.0091905
1615138920.849940745,-0.0431359,1.55086,-0.652669,0.0431706,0.00648973,0.612706,0.789104,-7.4218e-05,0.0124836,7.20932e-05,-0.0149545,0.00120031,-0.00389204
1615138920.854847460,-0.0431553,1.55068,-0.652221,0.0431441,0.00649221,0.612709,0.789104,0.000251233,0.0121397,0.00125281,-0.00797362,0.00730906,-0.00127165
1615138920.859761628,-0.0433232,1.55065,-0.6522,0.0431116,0.00648189,0.61269,0.78912,-0.000381849,0.0120951,0.00111471,-0.0123388,0.00556309,0.00395716
1615138920.864931707,-0.043304,1.55067,-0.652217,0.0430811,0.00646019,0.612668,0.789139,-0.00121252,0.0101674,0.00010158,-0.0132146,0.00207125,0.0118001
1615138920.869549289,-0.0433717,1.55066,-0.652161,0.0430617,0.00645948,0.612615,0.789181,-0.000782343,0.0109496,0.0013657,-0.0053605,0.00643305,0.00218901
1615138920.874414359,-0.0436021,1.5508,-0.65238,0.0430384,0.00644806,0.61256,0.789225,-0.00103732,0.0117347,0.00167193,-0.00885361,0.00381335,0.00391903
1615138920.879363146,-0.0435737,1.55093,-0.652586,0.0430015,0.00642953,0.612501,0.789273,-0.0011088,0.0139151,0.00241773,-0.0149636,0.0046844,0.000413236
1615138920.884224820,-0.0437945,1.55096,-0.65257,0.0429721,0.00643209,0.612464,0.789304,-0.00128635,0.0135716,0.00227372,-0.00798326,0.00904679,-0.00133911
1615138920.889107676,-0.0437513,1.55088,-0.652429,0.042954,0.00644086,0.612449,0.789316,-0.0016137,0.0141979,0.0013132,-0.00361922,0.00730135,-0.00570261
1615138920.894019040,-0.0438075,1.55094,-0.652478,0.0429001,0.00642916,0.612486,0.78929,-0.00171563,0.0149757,0.00227075,-0.0210724,0.00904737,0.00041065
1615138920.899045779,-0.0439784,1.55107,-0.652669,0.0428504,0.00643426,0.612537,0.789254,-0.00167528,0.0150201,0.00355385,-0.0158332,0.0125391,-0.00481054
1615138920.903792069,-0.0438255,1.55074,-0.652046,0.0428152,0.00640254,0.612596,0.789209,-0.0031156,0.0165302,-0.00017122,-0.0219383,-0.00316763,-0.00915717
