Time,PosX,PosY,PosZ,OriX,OriY,OriZ,OriW,LinX,LinY,LinZ,AngX,AngY,AngZ
1615139285.810801389,-2.81546,1.93733,-0.582713,0.0183483,0.0157701,0.599349,0.800122,0.00820875,0.00248061,0.0253193,-0.16344,0.0381975,-0.0244949
1615139285.815696482,-2.81575,1.93747,-0.582849,0.0179974,0.0156265,0.599307,0.800165,0.00469825,0.00311841,0.0258741,-0.150345,0.0373262,-0.0445549
1615139285.820613364,-2.8157,1.93741,-0.582652,0.017619,0.0154674,0.599225,0.800237,0.00352886,0.00488184,0.0249849,-0.161692,0.0399435,-0.0367072
1615139285.825442269,-2.81568,1.93739,-0.582272,0.0171912,0.0152816,0.599101,0.800343,0.00515623,0.00419113,0.0258096,-0.187001,0.0451768,-0.0349819
1615139285.830294988,-2.81598,1.93758,-0.582442,0.0167708,0.0150985,0.598935,0.800479,0.00518473,0.00719243,0.0276355,-0.182638,0.0443003,-0.0446003
1615139285.835202449,-2.81587,1.93768,-0.582337,0.0163906,0.0149234,0.598827,0.800572,0.00303535,0.00294136,0.0274649,-0.16606,0.0355721,-0.0393698
1615139285.840132189,-2.81575,1.93759,-0.582085,0.0160109,0.0147953,0.598779,0.800617,0.00257036,-0.000199632,0.0292359,-0.154715,0.0495354,-0.0376178
1615139285.845073462,-2.81389,1.94109,-0.587324,0.0154672,0.0147325,0.59868,0.800703,0.00553235,0.00515539,0.0255886,-0.163498,0.0470401,-0.0542101
1615139285.849980782,-2.81368,1.94101,-0.58701,0.0150437,0.0145703,0.598574,0.800794,0.00508253,0.00784879,0.0267764,-0.177462,0.0496575,-0.0498534
1615139285.854780756,-2.81367,1.94123,-0.587042,0.0146012,0.0144095,0.598447,0.8009,0.00603652,0.00730917,0.0305867,-0.187063,0.056637,-0.0463752
1615139285.859840027,-2.81368,1.94126,-0.586943,0.0141856,0.014282,0.598322,0.801003,0.00566829,0.00409519,0.0319988,-0.160887,0.0583798,-0.0350394
1615139285.864754689,-2.81363,1.94129,-0.58667,0.0137313,0.014132,0.59825,0.801068,0.00523199,0.00880191,0.0333689,-0.184448,0.0609977,-0.0402805
1615139285.869584502,-2.8137,1.94125,-0.586563,0.0133504,0.0140225,0.598207,0.801108,0.0030062,0.00736577,0.0332655,-0.153902,0.0566357,-0.0463739
1615139285.874495393,-2.81374,1.94121,-0.58633,0.0129623,0.0139143,0.598157,0.801154,0.000944994,0.00456599,0.0350279,-0.153031,0.0583816,-0.0367709
1615139285.879454660,-2.8137,1.94118,-0.586092,0.0125951,0.0138061,0.59805,0.801241,0.00102482,0.00684935,0.0340061,-0.144303,0.0531447,-0.045501
1615139285.884332699,-2.81343,1.94114,-0.585701,0.0121099,0.0136532,0.597925,0.801344,0.00513855,0.0126476,0.034739,-0.195796,0.0697221,-0.028076
1615139285.889233680,-2.81388,1.94145,-0.585884,0.01167,0.0135393,0.597854,0.801405,0.00626367,0.00898656,0.0335053,-0.171361,0.0697217,-0.0341823
1615139285.894158396,-2.81377,1.94129,-0.585586,0.0112623,0.0134495,0.597855,0.801412,0.00302558,0.010678,0.0343298,-0.155646,0.067979,-0.0516106
1615139285.899029948,-2.81394,1.9413,-0.585309,0.01089,0.0133768,0.597834,0.801434,-0.00135859,0.0110019,0.0340304,-0.140812,0.0662353,-0.0393788
1615139285.903970164,-2.81398,1.9414,-0.585244,0.0104597,0.0132687,0.59773,0.801519,-0.000870436,0.0142825,0.0339488,-0.165247,0.0688522,-0.0420083
1615139285.908829664,-2.81409,1.94154,-0.585319,0.0101071,0.0132009,0.597586,0.801633,0.00080235,0.0116954,0.0328851,-0.132086,0.0644867,-0.0489953
1615139285.913732513,-2.81418,1.94168,-0.585336,0.00974918,0.0131503,0.597459,0.801733,0.00280316,0.0127378,0.0355621,-0.128596,0.0705938,-0.0481307
1615139285.918654176,-2.81401,1.94157,-0.584994,0.00939028,0.0130792,0.597384,0.801794,0.000629828,0.0138893,0.0338807,-0.133835,0.0636121,-0.0359167
1615139285.923588997,-2.81444,1.94174,-0.584973,0.00909141,0.0130472,0.597339,0.801831,-0.00144441,0.0138056,0.0332017,-0.105035,0.0609952,-0.0402672
1615139285.928435376,-2.81434,1.94164,-0.584659,0.00879912,0.0130118,0.597262,0.801892,-0.00184672,0.0174457,0.0307527,-0.105037,0.0601219,-0.0332897
