Time,ForceX,ForceY,ForceZ,TorqueX,TorqueY,TorqueZ
1615139285.856688976,-12.7523,10.9827,8.55868,9.22872,-5.84832,3.67674
1615139285.858063936,-11.8793,10.8047,8.50412,8.59013,-5.82464,4.68613
1615139285.900595903,-12.3126,10.3118,10.1559,9.36758,-6.47989,5.23712
1615139285.901874065,-12.2033,9.64317,9.80713,10.0866,-6.63869,5.03087
1615139285.902884960,-12.4567,9.76957,8.90948,10.5885,-7.0183,4.87019
1615139285.944423913,-10.6345,8.79113,7.84924,8.44929,-7.77019,4.60581
1615139285.945811986,-10.7645,7.96195,7.88527,9.69191,-7.93559,4.7496
1615139285.947045087,-11.1931,8.596,8.19904,8.05148,-7.74974,5.11299
1615139285.988240957,-10.9357,7.93157,8.24985,5.44922,-7.69703,3.88094
1615139285.989465951,-10.8808,7.18978,8.3358,5.89658,-8.11715,4.28038
1615139285.990695953,-11.261,7.42306,8.77967,5.38351,-8.45249,4.20071
1615139286.324010,-11.4315,7.3408,9.58494,5.43802,-7.51691,3.81663
1615139286.1471996,-11.9921,5.77745,9.27318,5.40557,-7.45476,4.70127
1615139286.44639110,-10.5857,7.27199,9.36731,2.77456,-6.54255,3.11433
1615139286.46452999,-11.7919,8.59581,10.6525,5.28795,-6.20684,2.5497
1615139286.48757076,-12.9413,9.31812,10.26,4.11553,-6.56862,3.03006
1615139286.88309049,-12.9383,8.80236,12.3136,0.379089,-4.89093,2.85484
1615139286.89564085,-13.2151,7.44074,11.9646,2.30153,-4.89355,3.5143
1615139286.90631008,-13.0762,7.55391,12.147,1.60489,-4.89588,3.38912
1615139286.132333040,-12.805,6.43739,13.8722,-1.28603,-4.10015,3.81043
1615139286.133462905,-13.0012,6.24653,13.6557,-1.206,-4.52912,3.19563
1615139286.134432077,-12.8946,7.2541,13.526,-2.3942,-4.5199,2.6671
1615139286.176301956,-13.1507,7.1293,14.4937,-3.00387,-3.9836,3.80098
1615139286.177539110,-13.4111,8.23469,14.5009,-2.88139,-4.54645,3.23867
1615139286.178415060,-13.5949,7.18727,14.2016,-2.2343,-5.15725,3.81029
1615139286.220577955,-13.3338,7.72827,16.9333,-3.61852,-4.46801,3.29102
1615139286.221854925,-13.2424,6.02486,17.3373,-3.49876,-4.46099,4.07591
1615139286.222853899,-13.6339,5.79684,17.7556,-3.46668,-4.1891,3.89745
1615139286.264305114,-13.1219,7.598,16.4563,-2.88474,-3.27937,2.81356
1615139286.265666007,-13.3279,7.78693,16.1611,-2.85134,-3.21991,2.45801
1615139286.267200946,-13.3292,7.50189,16.2434,-2.94928,-2.98467,2.93189
1615139286.308304071,-13.0597,7.60564,16.5775,-4.33517,-2.82398,1.21481
1615139286.309940099,-12.8266,6.68174,16.5979,-5.26702,-2.97936,1.94875
1615139286.311825037,-12.8642,6.21628,16.8118,-4.97637,-3.22348,1.54836
1615139286.356338024,-12.0654,6.72442,16.0766,-2.72446,-2.72293,0.0658953
1615139286.357803106,-11.6072,6.72749,15.9734,-3.21395,-2.66304,0.149449
1615139286.359047889,-11.8562,7.10561,15.6438,-3.26709,-3.17296,-0.334822
1615139286.400284051,-11.7617,6.32073,17.0821,-1.23522,-2.04192,0.549534
1615139286.401712894,-11.9913,7.47191,17.0684,-0.979108,-1.80303,-0.114986
1615139286.402805089,-12.3234,7.17129,16.4641,-1.11585,-2.1341,0.00674928
1615139286.444542884,-12.0143,8.11805,16.7033,-1.77757,-1.76395,-0.396109
1615139286.445905923,-11.9544,7.57187,16.2728,-1.43467,-2.18304,-0.229241
1615139286.488925933,-12.0608,6.69277,16.1057,-1.28732,-2.11615,0.764758
1615139286.490241050,-12.2017,7.45011,15.3483,-1.7737,-2.88931,0.365499
