Time,ForceX,ForceY,ForceZ,TorqueX,TorqueY,TorqueZ
1615136396.140484094,-68.2966,2.62065,9.82508,0.336119,-1.98103,-2.19105
1615136396.141745090,-67.7577,2.37426,10.6177,0.556371,-2.15754,-2.27884
1615136396.187864065,-70.0929,2.82438,11.0683,-0.0484295,-1.88689,-1.96706
1615136396.188818931,-70.3083,2.49627,10.3567,0.344487,-2.41387,-1.74979
1615136396.189379930,-69.7626,2.62813,10.4626,-0.179105,-2.02393,-1.44475
1615136396.232378005,-72.1225,2.26711,11.7076,0.305984,-1.17634,-0.89605
1615136396.234658956,-71.7951,2.2363,11.6924,0.61186,-1.1782,-1.11526
1615136396.236215114,-72.0713,3.27668,11.2533,-0.0865148,-1.79162,-1.77143
1615136396.237936973,-72.1454,2.82122,10.6818,-0.261427,-2.14382,-1.3798
1615136396.240436077,-72.5595,2.23493,10.1942,-0.651248,-2.52528,-0.946083
1615136396.242024898,-72.0676,1.44407,10.4187,-0.739177,-2.26686,-0.117658
1615136396.243763923,-71.6225,2.04303,10.3897,-0.565113,-2.00804,-0.729603
1615136396.276184082,-73.2501,2.22394,11.1535,-0.870972,-1.95458,-0.5143
1615136396.277017116,-72.84,2.21794,10.8018,-0.69695,-2.21961,-0.602225
1615136396.319822072,-77.414,1.2131,13.1799,-0.520968,-2.59389,-0.11904
1615136396.320425987,-77.4613,0.877452,12.5949,-0.346197,-3.03268,-0.0312011
1615136396.320969104,-77.2716,1.15161,12.2948,0.0469449,-3.12461,-0.511229
1615136396.364291906,-79.3365,1.19429,12.8292,-0.173882,-2.97816,-0.776769
1615136396.366658926,-78.8742,0.373814,12.6367,-0.43554,-3.28833,-0.0778825
1615136396.369267940,-78.4503,1.33884,13.1369,-1.13416,-3.2494,-0.645038
1615136396.408122062,-80.828,1.36379,13.4879,-1.05042,-3.24245,-0.51793
1615136396.408893108,-80.8185,0.98546,12.8967,-0.308578,-3.37836,-0.60486
1615136396.409621953,-80.4708,0.803653,13.1336,-0.570482,-3.03353,-0.342665
1615136396.451987028,-82.432,0.731068,14.2401,-1.45044,-3.11242,-0.257859
1615136396.452752113,-82.1811,1.02596,14.1259,-1.27632,-3.11496,-0.563154
1615136396.453413009,-81.8124,0.72384,13.9548,-0.665708,-2.98835,-0.300818
1615136396.496248960,-84.2293,0.634384,13.2481,0.594642,-3.94109,-0.47798
1615136396.497958898,-83.9564,1.46032,13.3848,-0.889709,-3.85964,-1.00253
1615136396.499766111,-86.0979,0.767244,13.6442,-0.45367,-4.2586,-0.74057
1615136396.540287017,-87.7974,1.06984,13.5679,-1.37635,-3.51184,-1.40163
1615136396.542095899,-87.6423,1.24813,13.5361,-0.417195,-3.42994,-2.18835
1615136396.543410062,-87.4858,0.430408,13.1031,-0.505236,-3.74119,-1.66542
1615136396.584216117,-89.2801,1.19193,15.3315,-0.156068,-3.346,-2.6347
1615136396.585551977,-88.9499,1.39912,14.89,-0.899493,-3.43912,-2.28776
1615136396.586723089,-88.524,1.65771,14.8215,0.23471,-3.13868,-2.89991
1615136396.628490924,-92.186,2.34813,15.1447,-0.596814,-3.22023,-2.82023
1615136396.630101919,-92.2328,1.66365,14.5928,0.231492,-3.44422,-2.25489
1615136396.631375074,-92.101,1.86933,14.5608,0.27467,-3.14403,-2.38764
1615136396.672097921,-94.1158,2.56826,16.2799,0.319834,-2.21368,-2.21907
1615136396.673243045,-94.0957,1.67711,15.8601,0.319383,-2.43601,-1.47904
1615136396.674357891,-94.0392,1.97921,15.63,0.581132,-2.74598,-1.78614
1615136396.716312885,-95.4817,1.32877,17.0587,1.10971,-3.07377,-2.00886
1615136396.717936992,-94.9638,1.82951,16.9713,0.32389,-2.99165,-1.87991
1615136396.719671010,-96.2228,2.85973,18.1431,0.148823,-2.56001,-2.71113
1615136396.760240077,-98.1516,2.16142,17.1992,0.367762,-3.16195,-1.10364
1615136396.762017011,-97.6011,3.12353,17.5904,-0.0255433,-2.64329,-1.89116
1615136396.763560056,-97.4402,3.02883,17.4587,0.84733,-2.86625,-2.11071
1615136396.804147958,-99.1348,2.78876,18.0627,0.629172,-2.32973,-1.24457
1615136396.805475950,-99.505,3.29759,17.0518,0.629186,-3.16419,-1.24603
1615136396.806770086,-98.5439,2.64964,17.0733,0.760799,-2.77725,-0.897488
1615136396.848125934,-98.73,3.51621,18.0161,-0.943305,-2.67133,-0.156774
1615136396.849385023,-98.5149,2.96288,17.6253,-0.157943,-2.85018,0.061811
1615136396.850610971,-98.3945,2.85403,17.4662,-0.245039,-2.76673,0.19364
1615136396.892270088,-99.2795,3.29851,17.4334,-0.508462,-2.92982,-1.55543
1615136396.893614053,-98.5615,3.5502,17.362,-0.640118,-2.89116,-1.46864
1615136396.894843101,-97.951,2.41337,17.2321,-0.0293773,-2.63333,-0.595761
1615136396.936077117,-98.415,2.89788,16.918,-1.39037,-3.76907,-1.12459
1615136396.937105894,-97.5826,2.6307,17.2094,-1.17353,-3.29523,-1.03784
1615136396.938018083,-97.2757,2.81908,16.3293,0.266111,-3.60744,-1.73719
1615136396.980308055,-99.4579,2.75936,15.8911,-1.26938,-3.69544,-1.04467
1615136396.982060909,-98.5114,4.33931,17.2415,-1.6706,-3.31029,-0.913859
1615136396.984049081,-97.8638,4.49442,16.9184,-1.32334,-3.14242,-1.04633
1615136397.28064012,-95.8319,4.48496,13.5733,-0.550776,-2.88492,-0.696775
1615136397.28968095,-96.1018,4.10801,12.7618,-0.682724,-3.6336,-0.392124
1615136397.29720067,-95.7056,4.33604,12.3959,-1.77574,-3.59786,-0.524348
1615136397.71953058,-93.3443,3.50724,13.6615,0.934621,-3.27731,-1.35433
1615136397.72820901,-92.8747,3.60639,14.3657,-0.200484,-2.62794,-1.39962
1615136397.73642969,-92.7895,4.84087,14.1032,-0.725342,-2.72121,-2.05627
1615136397.112191915,-94.2682,4.54587,13.8412,-0.595679,-3.25159,-1.57775
1615136397.113130092,-94.2006,3.25914,13.0449,0.84475,-3.3006,-1.01056
1615136397.156105995,-94.8933,3.98717,12.4229,-0.378133,-2.97616,-1.36347
1615136397.157196998,-94.6903,4.28377,12.4896,-0.772198,-2.67666,-1.4528
1615136397.158312082,-95.1758,4.12195,12.3979,-0.0309956,-2.90059,-1.49784
1615136397.199939012,-94.8386,4.17094,12.6899,-0.599291,-2.14564,-0.846373
1615136397.200819969,-95.1381,4.5998,12.4744,-0.731144,-2.456,-1.41494
1615136397.201550960,-95.421,4.30178,11.9671,-0.120568,-2.81005,-1.41542
1615136397.244184017,-94.1336,2.74664,13.3981,0.233775,-2.60249,-0.632272
1615136397.245697975,-94.1088,2.40119,13.9371,-0.158754,-2.21239,-0.326216
1615136397.247047901,-94.3307,2.25579,13.5618,-0.638955,-2.65246,-0.369088
1615136397.287904024,-93.2938,3.0703,14.3335,0.7126,-2.1991,-1.19985
1615136397.288409948,-93.2557,3.85423,13.7729,1.15016,-2.72664,-2.07278
1615136397.288810014,-93.5709,3.56103,13.7997,0.190321,-2.99327,-1.63668
1615136397.331852912,-93.1541,4.29254,13.9163,0.367952,-2.4142,-1.5551
1615136397.332331895,-92.7047,4.13209,13.378,1.06721,-2.59202,-1.42396
1615136397.332715988,-92.5156,4.99624,13.3374,0.500597,-2.6832,-1.77315
1615136397.376003026,-93.5357,5.94234,12.9816,0.680783,-2.88207,-1.42756
1615136397.376562118,-93.0217,5.20513,13.0172,1.51152,-2.57914,-1.12125
1615136397.376964092,-93.0492,5.03037,12.974,1.42602,-2.49397,-0.945708
1615136397.423980951,-93.3576,4.95269,14.9689,0.520385,-1.41555,-0.860192
1615136397.424726009,-93.2079,4.99449,14.2936,0.739855,-1.67768,-0.98995
1615136397.425309896,-93.2241,5.01597,13.608,0.697354,-2.37785,-0.814209
1615136397.468270063,-92.8599,4.39491,13.9051,1.09759,-2.26147,-1.42697
1615136397.469695091,-92.6119,4.54942,13.5596,1.05523,-2.43853,-1.64465
1615136397.470855951,-92.5774,5.04334,13.084,0.838042,-2.79153,-2.03721
1615136397.512953042,-91.9393,4.04488,12.9574,0.972743,-2.07218,-2.35213
1615136397.514780998,-91.6761,4.7459,13.0821,1.19214,-1.89968,-2.91989
1615136397.516185045,-91.3997,4.81037,12.6842,0.10135,-2.1644,-2.2658
1615136397.556382894,-90.0082,5.01951,12.9918,0.142048,-2.53736,-2.18713
1615136397.558736085,-89.2839,5.09272,13.8258,0.186013,-1.62266,-2.36208
1615136397.560237884,-89.6352,4.69328,13.1572,0.317173,-2.10545,-2.01341
1615136397.600374937,-88.9413,5.17158,13.1222,-0.209972,-2.26051,-2.24112
1615136397.602818012,-88.6655,4.97826,13.1857,-1.03994,-1.82682,-1.93618
1615136397.604783058,-88.1991,4.22354,12.7321,-0.298228,-2.00346,-1.54291
1615136397.606637001,-87.397,4.21379,12.8604,-0.167201,-1.69956,-1.71734
1615136397.608623027,-86.7368,4.01032,11.4584,-0.170985,-2.68145,-2.16217
1615136397.610241889,-86.727,4.17886,11.8188,-0.695258,-2.46743,-1.94444
1615136397.611706972,-86.5832,5.02341,11.9995,-1.26352,-2.07806,-2.29392
1615136397.644184112,-85.8417,4.14463,11.7353,-0.47852,-2.21228,-2.1632
1615136397.645082950,-85.7674,4.10185,11.1545,-0.304517,-2.69766,-2.38262
1615136397.687941074,-82.3276,5.30022,11.6158,-1.05681,-2.67025,-2.3042
1615136397.688769102,-82.2464,5.32521,11.9099,-0.708517,-2.32531,-2.21765
1615136397.689276933,-82.2167,5.29276,11.8565,-1.5828,-2.37338,-1.86938
