Time,PosX,PosY,PosZ,OriX,OriY,OriZ,OriW,LinX,LinY,LinZ,AngX,AngY,AngZ
1615136778.968512891,-1.96038,2.5482,-0.954588,0.070556,0.0622194,0.976239,-0.195214,-0.00456069,0.00517793,-0.00133441,0.00235397,0.00669303,-0.0112206
1615136778.973376081,-1.96048,2.54831,-0.954824,0.0705541,0.0622146,0.976238,-0.195219,-0.00543756,0.00186159,-0.00273189,-0.00114023,0.00145701,0.00535789
1615136778.978298220,-1.96037,2.54832,-0.954716,0.07056,0.0622044,0.976237,-0.195224,-0.00560804,0.00195048,-0.00357916,-0.00375863,-0.00116103,0.00622819
1615136778.983216433,-1.96056,2.54838,-0.954921,0.0705708,0.0621892,0.976239,-0.195216,-0.00521813,0.00280595,-0.00408025,-0.0063762,-0.00290641,0.00273458
1615136778.988102634,-1.96025,2.54805,-0.954373,0.070574,0.0621825,0.976238,-0.195224,-0.00436449,0.00157517,-0.00335253,-0.00201417,-0.000288453,0.0079695
1615136778.993011209,-1.96029,2.54804,-0.954456,0.0705702,0.0621428,0.97624,-0.195227,-0.00358431,0.00414731,-0.0026647,-0.0151036,0.00494752,0.00447507
1615136778.997936713,-1.96046,2.54817,-0.95469,0.0705545,0.0621369,0.97624,-0.195233,-0.00348362,0.00411705,-0.00262818,-0.00114014,0.00669285,0.000987839
1615136779.2821342,-1.96052,2.54805,-0.95459,0.0705337,0.0621256,0.976239,-0.195252,-0.0035967,0.00375557,-0.00204513,-0.00288581,0.00931088,0.00360725
1615136779.7776722,-1.96039,2.54822,-0.954806,0.0705272,0.0621298,0.976234,-0.195275,-0.00388882,0.00286565,-0.00335637,0.00235002,0.0023296,0.00535544
1615136779.12614349,-1.95998,2.54801,-0.954487,0.0705272,0.0621259,0.976229,-0.195304,-0.00364999,0.00281374,-0.00353787,-0.00114116,0.000584304,0.00884707
