Time,PosX,PosY,PosZ,OriX,OriY,OriZ,OriW,LinX,LinY,LinZ,AngX,AngY,AngZ
1615136542.268126132,-1.88519,3.08858,-0.833536,0.0769262,0.059454,0.993387,-0.0610763,-0.00195414,0.00700315,0.00258934,0.00122343,-0.00511091,-0.0118702
1615136542.272999153,-1.88492,3.08864,-0.833636,0.0769075,0.0594856,0.993389,-0.061029,-0.000406436,0.00337679,0.0048327,0.014311,0.00710631,-0.00489341
1615136542.277883265,-1.88476,3.08868,-0.833734,0.0769021,0.0595108,0.993391,-0.0609802,-0.00093722,0.0058248,0.00370739,0.009949,0.000997634,-0.0136242
1615136542.282760252,-1.88526,3.0888,-0.834003,0.0768977,0.0595197,0.993392,-0.0609598,-0.000496621,0.00591892,0.00388684,0.00296683,0.000997636,-0.00926205
1615136542.287678504,-1.88464,3.08846,-0.833362,0.0768928,0.0595601,0.99339,-0.0609576,5.26627e-07,0.00500259,0.00335214,0.0151848,0.000125006,-0.0101286
1615136542.292644397,-1.88503,3.08869,-0.833739,0.0769179,0.0595723,0.993387,-0.0609728,-0.00120614,0.00547459,0.000491252,0.00296725,-0.0112196,-0.00576205
1615136542.297568142,-1.88468,3.08849,-0.833452,0.0769119,0.0596222,0.993383,-0.0609949,4.72984e-05,0.00408712,0.00334701,0.0186766,0.000125188,-0.00836957
1615136542.302436165,-1.88491,3.08875,-0.833902,0.0769074,0.0596505,0.99338,-0.0610244,-1.01261e-05,0.00332051,0.00416891,0.00995057,0.000125332,-0.0066179
1615136542.307276973,-1.88501,3.08874,-0.833801,0.0769144,0.0596584,0.993377,-0.0610445,-0.000520967,0.00361511,0.0042181,0.0012252,-0.00423783,-0.00835746
1615136542.312250371,-1.88472,3.08853,-0.833474,0.0769276,0.0596763,0.993377,-0.0610176,-0.000655607,0.00733207,0.00331306,0.00384738,-0.00772833,-0.024931
1615136542.317113550,-1.88514,3.08865,-0.833761,0.0769525,0.059706,0.993374,-0.0610077,-0.0011271,0.00535709,0.00174074,0.00995404,-0.0120915,-0.0127086
1615136542.322018804,-1.88512,3.08849,-0.833569,0.0769754,0.0597152,0.993373,-0.0609853,-0.000999185,0.0067212,0.00149608,0.00209984,-0.0103462,-0.0109639
1615136542.327015975,-1.88503,3.08855,-0.833642,0.0770071,0.0597402,0.993369,-0.0609871,-0.00160778,0.00238583,0.00125195,0.00995038,-0.0129642,0.00474386
1615136542.331873155,-1.88503,3.08847,-0.833472,0.0770277,0.0597476,0.993369,-0.060948,-0.00123742,0.00351794,0.00236057,0.00297033,-0.00860105,-0.00486179
1615136542.336787237,-1.8849,3.08842,-0.833553,0.07699,0.0597505,0.993377,-0.0608663,0.00189454,0.00568385,0.00721169,0.00209903,0.0149607,-0.0170871
1615136542.341722832,-1.88502,3.08855,-0.833624,0.0769834,0.059757,0.993382,-0.0607896,0.00191131,0.00396116,0.00445641,0.00384129,0.00274314,-0.00924293
1615136542.346537767,-1.88462,3.08824,-0.833217,0.0770054,0.0597651,0.993384,-0.0607249,0.00136243,0.00279502,0.00173454,0.00471072,-0.0086017,-0.00140001
1615136542.351510047,-1.88489,3.0883,-0.833381,0.0770227,0.0597706,0.993387,-0.0606444,0.00132096,0.00538968,0.00178928,0.00296525,-0.00685651,-0.00839262
1615136542.356404210,-1.88484,3.08836,-0.833553,0.07704,0.0597876,0.993387,-0.0605983,0.000663925,0.00357295,0.00210036,0.008198,-0.00685658,0.00119859
1615136542.361294093,-1.88477,3.08844,-0.833661,0.0770478,0.059826,0.993388,-0.0605421,0.000860589,0.00364617,0.00232268,0.016053,-0.00423862,-0.00840618
1615136542.366201533,-1.88475,3.08819,-0.833304,0.0770446,0.0598269,0.993391,-0.0604983,0.00182148,0.00459117,0.00332164,0.000344675,0.000997362,-0.009286
1615136542.371031205,-1.88497,3.08815,-0.833198,0.0770627,0.0598252,0.99339,-0.060484,0.00151425,0.00345494,0.00163862,-0.00140179,-0.00772929,-0.00405095
1615136542.375997836,-1.88415,3.08803,-0.833663,0.0770986,0.0598298,0.993388,-0.060462,0.0016799,0.00378133,0.0041616,0.00992934,0.00271548,-0.00928012
1615136542.380902040,-1.88416,3.08798,-0.833583,0.0770649,0.0598271,0.99339,-0.0604818,0.00237083,0.00378791,0.00610362,-0.00141573,0.0131875,-0.00404123
1615136542.385853511,-1.8842,3.08812,-0.833772,0.0770663,0.059838,0.993387,-0.0605106,0.00045564,0.00426957,0.00327484,0.00294845,-0.00164765,-0.00403319
1615136542.390754584,-1.88402,3.08794,-0.833483,0.0770745,0.0598555,0.993385,-0.0605215,-0.000478141,0.00574215,0.00269858,0.00469649,-0.00513816,-0.0127517
1615136542.395680793,-1.88419,3.08821,-0.833787,0.0770839,0.059857,0.993381,-0.0605762,6.27247e-05,0.00124177,0.00258554,-0.000542072,-0.00426533,0.0047087
1615136542.400519524,-1.88459,3.08835,-0.834026,0.0770745,0.0598547,0.993379,-0.060629,0.00205879,0.000944609,0.00442378,-0.00141402,0.00358883,0.00558845
1615136542.405420878,-1.8842,3.08796,-0.833375,0.0770736,0.059845,0.993377,-0.0606618,0.0024163,0.00268971,0.00354115,-0.00490285,9.8326e-05,0.000357853
1615136542.410300389,-1.88418,3.08789,-0.833304,0.0770847,0.0598505,0.993374,-0.0606879,0.00181051,0.00218008,0.00226358,0.00120641,-0.00513753,0.000363871
1615136542.415211633,-1.88432,3.0881,-0.833652,0.0771007,0.0598375,0.993375,-0.060678,0.000902376,0.00508731,0.001922,-0.0066457,-0.0068828,-0.00748971
1615136542.420100488,-1.88407,3.08789,-0.83342,0.0771288,0.0598289,0.993373,-0.0606749,9.32926e-05,0.00340005,0.000199309,-0.00402958,-0.0112461,0.00123681
1615136542.424966109,-1.88422,3.08812,-0.833699,0.0771227,0.059804,0.993376,-0.0606662,0.00218873,0.00333546,0.00305434,-0.00926652,0.00358906,0.00385064
1615136542.429950716,-1.88423,3.08806,-0.833631,0.0771128,0.0598037,0.993378,-0.060638,0.0030232,0.00228721,0.0025703,0.00120515,0.00446155,0.00122888
1615136542.434874347,-1.88404,3.08803,-0.833522,0.0771154,0.0598094,0.993379,-0.0606213,0.00318989,-0.000176736,0.00228544,0.00469245,9.79933e-05,0.0116931
1615136542.439756316,-1.88443,3.08797,-0.833488,0.0771116,0.0597941,0.993381,-0.0606071,0.00414181,-0.000821815,0.00385116,-0.00316383,0.0035884,0.016045
1615136542.444623684,-1.88432,3.08809,-0.833744,0.0771443,0.0597509,0.993384,-0.0605571,0.00254622,0.00333472,0.000581641,-0.0162532,-0.0112471,0.00555955
1615136542.449540360,-1.88434,3.08785,-0.833466,0.0771909,0.059752,0.993384,-0.0605008,0.000963925,0.00259574,-0.00126013,0.00119944,-0.0182287,0.00118933
1615136542.454461037,-1.88417,3.08793,-0.833538,0.0772155,0.059748,0.993383,-0.0604804,0.00159434,7.54731e-05,0.000305933,0.000323159,-0.0086295,0.0125246
1615136542.459353331,-1.88404,3.08773,-0.833252,0.0772237,0.059753,0.993384,-0.0604557,0.00294175,-8.26677e-06,0.00160249,0.00381378,-0.00252097,0.00728143
1615136542.464255959,-1.88434,3.08798,-0.83363,0.0772341,0.0597219,0.993386,-0.0604397,0.00352354,0.00171471,0.00212919,-0.011023,-0.00252106,0.00988946
1615136542.469172134,-1.88413,3.08787,-0.833493,0.0772575,0.0596779,0.993387,-0.0604318,0.00307376,0.00219184,0.000560069,-0.0171319,-0.00775709,0.00813857
1615136542.474094779,-1.88442,3.08773,-0.833352,0.0772853,0.0596374,0.993389,-0.0604118,0.00238093,0.00486571,0.000656338,-0.01713,-0.0103751,-0.00233515
1615136542.479037717,-1.88421,3.08784,-0.833503,0.0773084,0.059626,0.993388,-0.0603987,0.00237772,0.00425733,0.000338236,-0.00578453,-0.00950243,-0.00582279
1615136542.484046272,-1.88429,3.08783,-0.833468,0.0773161,0.0596303,0.993386,-0.0604157,0.00325716,0.00203542,0.00211885,0.00119569,-0.00339375,0.00116264
1615136542.488705640,-1.88435,3.08789,-0.833582,0.0773291,0.0596333,0.993384,-0.0604371,0.00274735,0.00243994,0.00203158,0.000323694,-0.0060117,0.000293808
1615136542.493590290,-1.88417,3.08781,-0.833416,0.0773608,0.0596235,0.993382,-0.0604293,0.00181608,0.00543296,-8.62815e-05,-0.00665436,-0.0138656,-0.0127926
1615136542.498582165,-1.88422,3.08758,-0.833133,0.0773822,0.0595831,0.993381,-0.0604681,0.0032028,0.00291755,0.00124944,-0.0171294,-0.00775691,0.00553669
1615136542.503390540,-1.88427,3.08772,-0.83339,0.0774111,0.0595544,0.993377,-0.0605161,0.00338682,0.00152701,0.000351174,-0.0127663,-0.0112475,0.00990619
1615136542.508387579,-1.88431,3.08794,-0.833604,0.077402,0.0595453,0.993377,-0.0605463,0.00510752,0.00244953,0.00414386,-0.00403751,0.00358787,0.00205871
1615136542.513315538,-1.88438,3.08779,-0.833409,0.0774029,0.0595114,0.993377,-0.0605685,0.00480581,0.00307352,0.00295761,-0.0145086,9.72835e-05,0.000315746
1615136542.518199555,-1.88436,3.08779,-0.83342,0.0774068,0.0595362,0.993372,-0.0606287,0.0044091,-0.00222584,0.00285194,0.010796,-0.00164798,0.0160325
1615136542.523086345,-1.88402,3.08777,-0.833637,0.0774503,0.0595283,0.993368,-0.0606442,0.00364682,0.000244403,0.00230134,0.000319814,-0.00515682,0.00817831
1615136542.528004650,-1.88368,3.08758,-0.833264,0.0774738,0.0595153,0.993366,-0.0606653,0.00335935,-0.000432236,0.00158379,-0.00491678,-0.00864749,0.0107947
1615136542.532881226,-1.88371,3.08762,-0.833319,0.077491,0.0594898,0.993366,-0.0606692,0.00335939,0.00101732,0.00184494,-0.0101521,-0.00602954,0.00642869
1615136542.537779950,-1.88396,3.0877,-0.833498,0.0775186,0.0594543,0.993365,-0.0606739,0.00275857,0.000571749,0.00112262,-0.0136443,-0.0095203,0.0116604
1615136542.542722494,-1.88384,3.08769,-0.833498,0.0775355,0.0594424,0.993367,-0.0606443,0.00267149,0.00161977,0.00152643,-0.00404391,-0.00602981,0.00205691
1615136542.547605690,-1.88372,3.08755,-0.833339,0.0775319,0.0594066,0.993373,-0.0605836,0.00392837,0.0042636,0.00309479,-0.0136428,0.00269661,-0.00580719
1615136542.552517004,-1.88381,3.08759,-0.833271,0.0775398,0.0593836,0.993376,-0.0605447,0.00373949,0.00234795,0.00312387,-0.00753779,-0.00166692,0.00552934
1615136542.557426747,-1.88396,3.08759,-0.833386,0.0775531,0.0593758,0.993377,-0.0605149,0.00354409,0.00215136,0.00240071,-0.0014307,-0.00428507,0.00726732
1615136542.562339783,-1.88384,3.08764,-0.833486,0.0775532,0.0593719,0.993379,-0.0604865,0.00382357,0.00199577,0.00287523,0.000313666,0.000950794,0.00638686
1615136542.567267361,-1.88408,3.08755,-0.833361,0.0775552,0.0593589,0.993381,-0.0604678,0.00395367,0.00184609,0.00303228,-0.00405004,7.80586e-05,0.00463523
1615136542.572164706,-1.88387,3.08746,-0.833185,0.0775776,0.0593489,0.99338,-0.0604558,0.00375201,0.00208244,0.00262817,-0.00404986,-0.00864862,0.00201449
1615136542.577096679,-1.88414,3.08755,-0.833306,0.0775846,0.0593469,0.993379,-0.060474,0.00443937,0.000479184,0.00457139,-0.000560018,-0.00253996,0.00637911
1615136542.582184261,-1.88404,3.08762,-0.833381,0.0775777,0.0593475,0.993377,-0.0605066,0.00502037,0.000413982,0.00502821,0.000313242,0.00269607,0.00551004
1615136542.586931872,-1.88411,3.08761,-0.833354,0.0775625,0.0593421,0.993374,-0.0605817,0.00491759,-0.00168479,0.0056604,-0.00143385,0.00705946,0.0177331
1615136542.591746758,-1.88396,3.08768,-0.833335,0.0775596,0.0593383,0.993371,-0.0606421,0.00414428,0.000823452,0.00437679,-0.00230323,0.00095092,0.00639668
1615136542.596713823,-1.88425,3.08756,-0.833069,0.0775492,0.0593572,0.993366,-0.0607117,0.00494556,-0.000542258,0.00540665,0.00729655,0.00356907,0.00902508
1615136542.601594588,-1.88383,3.08769,-0.833378,0.0775693,0.0593832,0.99336,-0.0607607,0.00442652,0.000770327,0.00199605,0.00904428,-0.00952072,0.00205224
1615136542.606461419,-1.88392,3.08759,-0.833116,0.0775795,0.0594094,0.993355,-0.0608026,0.0049198,0.000474227,0.00293178,0.00991733,-0.00515724,0.00380362
1615136542.611401531,-1.88407,3.08748,-0.832959,0.0775673,0.0594083,0.993354,-0.0608475,0.00492806,0.000112469,0.00519165,0.000316793,0.00531481,0.0116585
1615136542.618648380,-1.88408,3.08761,-0.833065,0.0775564,0.0594071,0.993356,-0.06083,0.00327257,0.00324919,0.00489068,-0.000552497,0.00269682,-0.0049223
1615136542.621070305,-1.88387,3.08748,-0.833011,0.0775595,0.0594039,0.993356,-0.0608174,0.00295709,0.00148443,0.00381301,-0.00142737,-0.00166659,0.00380106
1615136542.626076440,-1.88408,3.08769,-0.833253,0.0775476,0.0594031,0.993359,-0.0607948,0.0045471,0.00238122,0.00480888,0.00119001,0.00531457,0.00292326
1615136542.630969068,-1.8842,3.08759,-0.833095,0.0775231,0.0594135,0.993362,-0.0607674,0.00562721,0.00149844,0.00575734,0.00642479,0.0105504,0.00378973
1615136542.635801127,-1.88422,3.08759,-0.833053,0.0775095,0.0594143,0.993365,-0.0607274,0.00555308,0.0023676,0.0043775,0.00206108,0.00618685,0.000290458
1615136542.640757862,-1.88418,3.08753,-0.833045,0.0775203,0.0594419,0.993365,-0.0606962,0.00455972,0.000874326,0.00229751,0.0125312,-0.00428529,0.00377547
1615136542.645639588,-1.88366,3.0877,-0.833015,0.0775454,0.0594711,0.993364,-0.0606464,0.00355142,0.00238463,0.00319802,0.00904593,6.18888e-05,-0.00146927
