Time,PosX,PosY,PosZ,OriX,OriY,OriZ,OriW,LinX,LinY,LinZ,AngX,AngY,AngZ
1615138971.100172655,-2.89485,2.30844,-0.710548,0.0876892,0.0120942,0.603432,0.792486,-0.0142849,0.00836437,0.00145963,-0.00950048,-0.00558505,0.00198443
1615138971.105074213,-2.89522,2.30855,-0.710789,0.0876601,0.0120463,0.60337,0.792537,-0.0145714,0.00989502,0.00162676,-0.0191023,-0.00558779,0.000223149
1615138971.109954829,-2.89484,2.30811,-0.710263,0.0876409,0.0120022,0.603306,0.792589,-0.0154175,0.00894193,0.000934016,-0.0147425,-0.00646346,0.00195405
1615138971.114878402,-2.89513,2.30818,-0.710435,0.0876136,0.0119434,0.603248,0.792637,-0.0156437,0.00919791,0.000536416,-0.0208546,-0.00908433,0.00455606
1615138971.119783007,-2.89512,2.30824,-0.710594,0.0876186,0.0118977,0.603173,0.792694,-0.0162979,0.00851999,-0.000419794,-0.00689487,-0.0125784,0.00192366
1615138971.124682557,-2.89529,2.30801,-0.710403,0.0876,0.0118473,0.603123,0.792735,-0.0156058,0.00664601,0.000717616,-0.0147561,-0.00647369,0.0184833
1615138971.129609159,-2.89525,2.30792,-0.710453,0.087573,0.0118088,0.603039,0.792802,-0.015247,0.00949987,0.0016475,-0.0147574,-0.00124204,0.00449971
1615138971.134561398,-2.89518,2.3077,-0.710116,0.0875272,0.0117546,0.602938,0.792885,-0.0158858,0.0106115,0.00116484,-0.0243609,-0.00124705,0.00185595
1615138971.139368830,-2.89532,2.30773,-0.710356,0.0874968,0.0117012,0.602857,0.79295,-0.01611,0.00786107,0.00104434,-0.0191322,-0.00387018,0.01405
1615138971.144374291,-2.89548,2.30755,-0.710133,0.0874665,0.0116611,0.602778,0.793015,-0.0160775,0.00884722,0.00191642,-0.0156449,-0.000384102,0.00879278
1615138971.149327342,-2.89562,2.30755,-0.710397,0.0874482,0.0115966,0.602698,0.793078,-0.0178752,0.00990229,-0.000994255,-0.0182664,-0.0117329,0.00615388
1615138971.154147613,-2.89575,2.30748,-0.710313,0.0874251,0.0115417,0.602617,0.793143,-0.0171977,0.0108718,-0.000118332,-0.0182696,-0.00824619,0.00264403
1615138971.159023578,-2.896,2.30753,-0.710554,0.0873992,0.0114909,0.602563,0.793188,-0.0169887,0.00998874,0.000229318,-0.0182739,-0.00650393,0.00786448
