Time,PosX,PosY,PosZ,OriX,OriY,OriZ,OriW,LinX,LinY,LinZ,AngX,AngY,AngZ
1615136396.46005108,-0.820856,3.33742,-0.749511,0.0637317,0.0684221,0.995613,0.00329386,-0.226342,0.0196617,0.0249116,-0.0318533,0.030513,0.0429419
1615136396.50927377,-0.819151,3.33734,-0.749515,0.0636582,0.0683347,0.995624,0.00319576,-0.227549,0.0229404,0.0247553,-0.0344681,0.0313857,0.0298561
1615136396.55828008,-0.818119,3.33732,-0.749637,0.0635749,0.0682663,0.995635,0.00309707,-0.227917,0.0212423,0.0262891,-0.0257432,0.0366217,0.038585
1615136396.60747884,-0.817246,3.33702,-0.749364,0.063523,0.0681954,0.995643,0.0030136,-0.230551,0.0210582,0.0239911,-0.0257445,0.0244043,0.0429443
1615136396.65672014,-0.816188,3.33691,-0.749402,0.0634469,0.0681658,0.99565,0.00292411,-0.231017,0.0190784,0.0269331,-0.00829296,0.0348763,0.0481777
1615136396.70556834,-0.815155,3.33702,-0.749691,0.0633652,0.0681365,0.995658,0.0027946,-0.231513,0.0167711,0.0274661,-0.00742387,0.0383669,0.0630078
1615136396.75541518,-0.813852,3.33697,-0.749767,0.0632847,0.0681038,0.995665,0.00268631,-0.23257,0.02117,0.0271973,-0.0100387,0.0357489,0.0464245
1615136396.80286663,-0.812739,3.33667,-0.749449,0.0632154,0.0680739,0.995672,0.00255813,-0.233482,0.0206423,0.0273461,-0.0100387,0.0322582,0.0472996
1615136396.85319744,-0.811522,3.33672,-0.749713,0.0631364,0.0680459,0.99568,0.00238818,-0.234273,0.0187563,0.0291657,-0.00829469,0.0348762,0.0560313
1615136396.90237204,-0.810244,3.33649,-0.749484,0.0630491,0.0680218,0.995687,0.00224924,-0.23515,0.0195552,0.0300136,-0.00741973,0.0383668,0.0464359
1615136396.94990063,-0.809149,3.33634,-0.749354,0.0629711,0.0679859,0.995695,0.00214378,-0.236897,0.0216096,0.0291122,-0.0126548,0.0357488,0.0420719
1615136396.100022316,-0.806426,3.33694,-0.752079,0.0628994,0.0679045,0.995705,0.002058,-0.238445,0.0228669,0.028533,-0.0170366,0.0392313,0.0438141
1615136396.104896991,-0.805268,3.33701,-0.752296,0.0628111,0.0678798,0.995712,0.00193932,-0.238435,0.0190094,0.0284944,-0.00569576,0.0409766,0.0595186
1615136396.109719471,-0.804043,3.33674,-0.752056,0.0627445,0.0678491,0.995719,0.00184921,-0.239806,0.0222668,0.0267287,-0.00918445,0.0313773,0.0472955
