%time,field.header.seq,field.header.stamp,field.header.frame_id,field.wrench.force.x,field.wrench.force.y,field.wrench.force.z,field.wrench.torque.x,field.wrench.torque.y,field.wrench.torque.z
1616943911909286004,147997,1616943911848893880,/base_link,0.212308449671,-0.136735494125,0.551086789179,-0.0354252465405,-0.4813183036,0.541403853116
1616943911909291411,147998,1616943911849499940,/base_link,0.283457370677,0.488689068708,0.912280514653,0.182970827478,-0.3071784426,-0.113129629484
1616943911910048408,147999,1616943911850069046,/base_link,0.116201965061,0.610829579292,0.755943801766,0.00843598139106,-0.526028245912,-0.113355668341
1616943911910093123,148000,1616943911892851114,/base_link,0.267238721009,-0.805851392334,1.04714847024,0.664570460407,-0.181683702165,0.804053063706
1616943911910126924,148001,1616943911893703937,/base_link,0.294428751581,-0.645002509519,0.937793102819,0.839508675832,-0.313085985136,0.716666013006
1616943911910170931,148002,1616943911894284009,/base_link,0.411805073397,-0.951070383237,1.02621883304,0.403238207153,-0.226225970345,1.19656455232
1616943911937400310,148003,1616943911936901092,/base_link,0.383777550706,-0.825285867788,0.663383009523,0.534365458161,-0.491070839984,0.840199537807
1616943911938512347,148004,1616943911937841892,/base_link,0.218415375939,-0.340073464658,0.211487124756,-0.294898715401,-0.841399887751,0.664255264461
1616943911938959927,148005,1616943911938740015,/base_link,0.245588482427,0.517787275328,0.301762230414,0.316211138411,-0.799017945877,-0.384900689835
1616943911981411601,148006,1616943911980958938,/base_link,0.03140785445,-0.698400840674,0.397799412727,0.184176932224,-0.456860126678,0.785638644824
1616943911982015845,148007,1616943911981753110,/base_link,-0.171272222659,0.0620793970296,0.184848095195,-0.0776144661181,-0.719634813579,0.173773222848
1616943911982710863,148008,1616943911982398033,/base_link,-0.160188493029,0.667750112583,0.189198306637,-0.295856614559,-0.633193486001,-0.481985523327
1616943912025757024,148009,1616943912024969100,/base_link,0.32704319146,-0.50279214116,0.40164053115,0.184271092953,-0.202114159643,0.43595277069
1616943912026460534,148010,1616943912025990009,/base_link,0.305582159069,0.310177311234,0.305773719156,-0.0773816838081,-0.333310110358,-0.218005817684
1616943912027245257,148011,1616943912026698112,/base_link,0.291910477641,-0.453018797047,0.109979957274,0.0534330261946,-0.55206985289,0.612328344801
1616943912069425731,148012,1616943912068950891,/base_link,0.332040726331,-0.458077208689,-0.26561333431,0.402749562224,-0.511824876828,0.31531757777
1616943912070129803,148013,1616943912069789886,/base_link,0.551069920515,-0.844039446974,0.0312178466756,0.664893378386,-0.162891293469,0.578432474879
1616943912070733649,148014,1616943912070497989,/base_link,0.420238953589,-0.479667720937,-0.187567751593,-0.207814562432,-0.425137215287,0.492034587912
1616943912113421231,148015,1616943912112900018,/base_link,0.316428442486,-0.275383586196,-0.15150767169,-0.0332536955219,-0.342731387436,-0.113731332929
1616943912114325388,148016,1616943912113919019,/base_link,0.248829643994,-0.858103378851,-0.328035293686,0.752474214397,-0.474237259245,0.148217558936
1616943912114930045,148017,1616943912114615917,/base_link,0.353770134771,-0.760478290036,-0.173785693772,0.228920692163,-0.518547341509,0.409882493495
1616943912157468853,148018,1616943912156892061,/base_link,0.158757576289,0.00495230762325,-0.00758278755065,0.0974655858215,-0.395917628806,0.146168900452
1616943912158324505,148019,1616943912157989978,/base_link,0.282897617416,-0.0272630956468,0.156469254975,0.141092823521,-0.221713092239,0.188849601875
1616943912159118069,148020,1616943912158812999,/base_link,-0.0293216786137,-0.490210065072,-0.681796898478,0.141003138879,-0.790029683262,0.580789602914
1616943912201913061,148021,1616943912201390981,/base_link,-0.154859231252,-0.194005824254,-0.160641165931,-0.0343972387648,-0.446635088503,0.396152937625
