%time,field.header.seq,field.header.stamp,field.header.frame_id,field.child_frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.pose.covariance0,field.pose.covariance1,field.pose.covariance2,field.pose.covariance3,field.pose.covariance4,field.pose.covariance5,field.pose.covariance6,field.pose.covariance7,field.pose.covariance8,field.pose.covariance9,field.pose.covariance10,field.pose.covariance11,field.pose.covariance12,field.pose.covariance13,field.pose.covariance14,field.pose.covariance15,field.pose.covariance16,field.pose.covariance17,field.pose.covariance18,field.pose.covariance19,field.pose.covariance20,field.pose.covariance21,field.pose.covariance22,field.pose.covariance23,field.pose.covariance24,field.pose.covariance25,field.pose.covariance26,field.pose.covariance27,field.pose.covariance28,field.pose.covariance29,field.pose.covariance30,field.pose.covariance31,field.pose.covariance32,field.pose.covariance33,field.pose.covariance34,field.pose.covariance35,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z,field.twist.covariance0,field.twist.covariance1,field.twist.covariance2,field.twist.covariance3,field.twist.covariance4,field.twist.covariance5,field.twist.covariance6,field.twist.covariance7,field.twist.covariance8,field.twist.covariance9,field.twist.covariance10,field.twist.covariance11,field.twist.covariance12,field.twist.covariance13,field.twist.covariance14,field.twist.covariance15,field.twist.covariance16,field.twist.covariance17,field.twist.covariance18,field.twist.covariance19,field.twist.covariance20,field.twist.covariance21,field.twist.covariance22,field.twist.covariance23,field.twist.covariance24,field.twist.covariance25,field.twist.covariance26,field.twist.covariance27,field.twist.covariance28,field.twist.covariance29,field.twist.covariance30,field.twist.covariance31,field.twist.covariance32,field.twist.covariance33,field.twist.covariance34,field.twist.covariance35
1618072070244811264,3011,1618072070199871910,/map,/base_link,0.111741823722,0.0408632156231,0.219448615944,-0.121595986508,0.0368016248556,-0.991194736999,-0.0373235826083,10000.0095145,-2.66094105086e-05,-0.00124298210466,-1.14469805959e-06,4.420096556e-06,-5.1286181102e-06,-2.66094105086e-05,10000.0096753,-0.000174492511761,-4.14291896293e-06,2.40176415222e-06,1.8947604803e-05,-0.00124298210466,-0.000174492511761,10000.0018736,-2.95525109787e-06,-1.09450372017e-06,2.78706051521e-06,-1.14469805959e-06,-4.14291896293e-06,-2.95525109787e-06,1.19098164081e-05,-1.86769195865e-07,-2.40345145818e-06,4.420096556e-06,2.40176415222e-06,-1.09450372017e-06,-1.86769195865e-07,1.14857512978e-05,-1.0682527998e-05,-5.1286181102e-06,1.8947604803e-05,2.78706051521e-06,-2.40345145818e-06,-1.0682527998e-05,0.000546433461811,-0.00124269524068,-0.00269944659001,0.0451123264055,0.0107687263982,0.048938201931,-0.078460716374,0.000959773864269,2.66374737712e-05,-0.000161345897438,1.57204946174e-06,2.43130276068e-05,9.33568148999e-06,2.66374737712e-05,0.00108576003032,4.03961686194e-05,-2.72587250216e-05,1.01108964047e-06,1.46796155463e-06,-0.000161345897438,4.03961686194e-05,0.00010395247723,-1.89933412032e-06,-4.9889041914e-06,-1.97828297516e-06,1.57204946174e-06,-2.72587250216e-05,-1.89933412032e-06,3.52671150324e-06,3.84434669072e-08,1.53780160683e-06,2.43130276068e-05,1.01108964047e-06,-4.9889041914e-06,3.84434669072e-08,3.1736377682e-06,2.43862426485e-07,9.33568148999e-06,1.46796155463e-06,-1.97828297516e-06,1.53780160683e-06,2.43862426485e-07,1.1243503433e-05
1618072070245833997,3012,1618072070204838482,/map,/base_link,0.111627722439,0.0412180408873,0.219237170162,-0.121456762786,0.0367657684644,-0.991204544047,-0.0375510972271,10000.0095082,-2.74649947028e-05,-0.00126022033335,-1.16435701102e-06,4.82474803638e-06,-5.46467792049e-06,-2.74649947028e-05,10000.009684,-0.000180595856002,-4.58157151485e-06,2.41230610573e-06,1.90540260242e-05,-0.00126022033335,-0.000180595856002,10000.0018718,-2.95599087429e-06,-1.11255645178e-06,2.79807923581e-06,-1.16435701102e-06,-4.58157151485e-06,-2.95599087429e-06,1.19612602003e-05,-1.87524558084e-07,-2.39342628723e-06,4.82474803638e-06,2.41230610573e-06,-1.11255645178e-06,-1.87524558084e-07,1.15368890893e-05,-1.07189928092e-05,-5.46467792049e-06,1.90540260242e-05,2.79807923581e-06,-2.39342628723e-06,-1.07189928092e-05,0.000546557252956,-0.000372603998785,-0.000393442069929,0.0470575394683,0.00291521277498,0.0594104068131,-0.0837015808559,0.000967203777536,2.67876208504e-05,-0.000162714040501,1.60023668339e-06,2.45038740611e-05,9.41100420052e-06,2.67876208504e-05,0.00109421842711,4.07517482135e-05,-2.74606765734e-05,1.02886709039e-06,1.49842104529e-06,-0.000162714040501,4.07517482135e-05,0.000104462658304,-1.91556291003e-06,-5.02776406119e-06,-1.99306253081e-06,1.60023668339e-06,-2.74606765734e-05,-1.91556291003e-06,3.53154735532e-06,3.84935558401e-08,1.53708592964e-06,2.45038740611e-05,1.02886709039e-06,-5.02776406119e-06,3.84935558401e-08,3.17858514725e-06,2.44136657904e-07,9.41100420052e-06,1.49842104529e-06,-1.99306253081e-06,1.53708592964e-06,2.44136657904e-07,1.1244551751e-05
1618072070245918915,3013,1618072070209753573,/map,/base_link,0.111888124502,0.0408536275144,0.219925476651,-0.121295383419,0.0367006524262,-0.991217279104,-0.0377994401836,10000.0095091,-1.73658050848e-05,-0.00126613623116,-1.18389574581e-06,5.22892113276e-06,-5.7954007779e-06,-1.73658050848e-05,10000.0096879,-0.000171537712793,-5.01967401785e-06,2.42282012038e-06,1.91588396982e-05,-0.00126613623116,-0.000171537712793,10000.0018719,-2.95682771799e-06,-1.13041506833e-06,2.8089744829e-06,-1.18389574581e-06,-5.01967401785e-06,-2.95682771799e-06,1.20122285448e-05,-1.88273673439e-07,-2.38360311991e-06,5.22892113276e-06,2.42282012038e-06,-1.13041506833e-06,-1.88273673439e-07,1.15875506525e-05,-1.0755143314e-05,-5.7954007779e-06,1.91588396982e-05,2.8089744829e-06,-2.38360311991e-06,-1.0755143314e-05,0.000546675331174,0.000336795969679,0.00146100089035,0.0494377118297,0.0133887338963,0.0698826084617,-0.0941746388866,0.000974628176264,2.69191571338e-05,-0.000164037079244,1.62984948778e-06,2.4693725147e-05,9.48575460901e-06,2.69191571338e-05,0.00110265843337,4.10477908959e-05,-2.76612525687e-05,1.04758492121e-06,1.52932671779e-06,-0.000164037079244,4.10477908959e-05,0.000104947891366,-1.93020396298e-06,-5.06510173635e-06,-2.00742556777e-06,1.62984948778e-06,-2.76612525687e-05,-1.93020396298e-06,3.53633181205e-06,3.85438804038e-08,1.53637035623e-06,2.4693725147e-05,1.04758492121e-06,-5.06510173635e-06,3.85438804038e-08,3.1834808516e-06,2.44412320005e-07,9.48575460901e-06,1.52932671779e-06,-2.00742556777e-06,1.53637035623e-06,2.44412320005e-07,1.12455471562e-05
1618072070245962560,3014,1618072070214662617,/map,/base_link,0.111981376195,0.0410016982236,0.219901828597,-0.121162500754,0.0366359075122,-0.991228358934,-0.0379973569622,10000.0095383,-3.0618503925e-05,-0.00126404777063,-1.20341017974e-06,5.63637439215e-06,-6.13864959394e-06,-3.0618503925e-05,10000.0096982,-0.000180206632677,-5.46098258384e-06,2.43334154047e-06,1.92673148323e-05,-0.00126404777063,-0.000180206632677,10000.0018741,-2.95742590394e-06,-1.14834547043e-06,2.81988236587e-06,-1.20341017974e-06,-5.46098258384e-06,-2.95742590394e-06,1.2063280439e-05,-1.89023868938e-07,-2.37393152946e-06,5.63637439215e-06,2.43334154047e-06,-1.14834547043e-06,-1.89023868938e-07,1.16382918312e-05,-1.07912903264e-05,-6.13864959394e-06,1.92673148323e-05,2.81988236587e-06,-2.37393152946e-06,-1.07912903264e-05,0.00054679282991,-0.00118508039318,-0.00202892162742,0.0465346751704,0.0160022870006,0.0576655099814,-0.0749783973819,0.000982086713624,2.70632907992e-05,-0.000165416812433,1.65692273089e-06,2.48838504149e-05,9.56099039195e-06,2.70632907992e-05,0.00111114714388,4.13457037696e-05,-2.78624738308e-05,1.06400374372e-06,1.55960341118e-06,-0.000165416812433,4.13457037696e-05,0.000105453022778,-1.9445896358e-06,-5.10394540852e-06,-2.02240633216e-06,1.65692273089e-06,-2.78624738308e-05,-1.9445896358e-06,3.54111083514e-06,3.85944388576e-08,1.53565635297e-06,2.48838504149e-05,1.06400374372e-06,-5.10394540852e-06,3.85944388576e-08,3.18837023601e-06,2.44689959208e-07,9.56099039195e-06,1.55960341118e-06,-2.02240633216e-06,1.53565635297e-06,2.44689959208e-07,1.12465352874e-05
1618072070246004333,3015,1618072070219577607,/map,/base_link,0.111976978726,0.0409795414829,0.220050895777,-0.121021233854,0.0365385705803,-0.991240328275,-0.0382283326701,10000.009567,-4.4054469554e-05,-0.00124289594596,-1.22303159287e-06,6.04789692619e-06,-6.47733965844e-06,-4.4054469554e-05,10000.0097211,-0.000178511094806,-5.90673590697e-06,2.4439394856e-06,1.93763095423e-05,-0.00124289594596,-0.000178511094806,10000.0018513,-2.95819125562e-06,-1.16633310019e-06,2.83081587332e-06,-1.22303159287e-06,-5.90673590697e-06,-2.95819125562e-06,1.21145642507e-05,-1.89776795312e-07,-2.36433153122e-06,6.04789692619e-06,2.4439394856e-06,-1.16633310019e-06,-1.89776795312e-07,1.16892612426e-05,-1.08274312023e-05,-6.47733965844e-06,1.93763095423e-05,2.83081587332e-06,-2.36433153122e-06,-1.08274312023e-05,0.000546910929016,-0.00124539923033,0.000969215260795,0.0469665539946,0.0273494291597,0.0620290344568,-0.0898142374197,0.000989615993802,2.71879323762e-05,-0.000166794204037,1.68625699479e-06,2.50750039896e-05,9.63632267682e-06,2.71879323762e-05,0.00111971850229,4.15775340067e-05,-2.80646371583e-05,1.08205628195e-06,1.59086625058e-06,-0.000166794204037,4.15775340067e-05,0.000105949358627,-1.95745629973e-06,-5.1424545157e-06,-2.03743609387e-06,1.68625699479e-06,-2.80646371583e-05,-1.95745629973e-06,3.54589575989e-06,3.86448696305e-08,1.53494195749e-06,2.50750039896e-05,1.08205628195e-06,-5.1424545157e-06,3.86448696305e-08,3.19326567227e-06,2.44966954921e-07,9.63632267682e-06,1.59086625058e-06,-2.03743609387e-06,1.53494195749e-06,2.44966954921e-07,1.12475263935e-05
1618072070246054099,3016,1618072070224473247,/map,/base_link,0.111954842082,0.0409442513721,0.220342726859,-0.120858213689,0.0364777854868,-0.991253043703,-0.0384716350033,10000.0095405,-1.62436070436e-05,-0.00126855476893,-1.2426652744e-06,6.46143237278e-06,-6.80865925114e-06,-1.62436070436e-05,10000.0096986,-0.000153574104817,-6.35471664463e-06,2.45459226848e-06,1.94849187615e-05,-0.00126855476893,-0.000153574104817,10000.0018659,-2.9591559209e-06,-1.1842690595e-06,2.84172200457e-06,-1.2426652744e-06,-6.35471664463e-06,-2.9591559209e-06,1.21657661361e-05,-1.90528524314e-07,-2.35488205849e-06,6.46143237278e-06,2.45459226848e-06,-1.1842690595e-06,-1.90528524314e-07,1.17401455391e-05,-1.08634506915e-05,-6.80865925114e-06,1.94849187615e-05,2.84172200457e-06,-2.35488205849e-06,-1.08634506915e-05,0.000547026905806,-0.00113688473244,0.00430937649382,0.0480699880628,0.011641684496,0.0707558727043,-0.093310804266,0.000997187779244,2.73214615239e-05,-0.000168136751529,1.71624130966e-06,2.52663904976e-05,9.711686858e-06,2.73214615239e-05,0.00112831424449,4.18852935409e-05,-2.82665385789e-05,1.10105488537e-06,1.62270641745e-06,-0.000168136751529,4.18852935409e-05,0.000106437425695,-1.97231962865e-06,-5.17974227541e-06,-2.05169249718e-06,1.71624130966e-06,-2.82665385789e-05,-1.97231962865e-06,3.55066157688e-06,3.86954607687e-08,1.53422807818e-06,2.52663904976e-05,1.10105488537e-06,-5.17974227541e-06,3.86954607687e-08,3.19814159725e-06,2.45245148762e-07,9.711686858e-06,1.62270641745e-06,-2.05169249718e-06,1.53422807818e-06,2.45245148762e-07,1.12484965073e-05
1618072070246122183,3017,1618072070229381774,/map,/base_link,0.112143384024,0.0408395738877,0.220696145763,-0.12070375379,0.0364155024362,-0.991264204016,-0.0387271589434,10000.0095477,-2.81804745474e-05,-0.00125876799676,-1.26242500019e-06,6.87961816271e-06,-7.13879937466e-06,-2.81804745474e-05,10000.0097302,-0.000185140261682,-6.80770731978e-06,2.46531938857e-06,1.9595953878e-05,-0.00125876799676,-0.000185140261682,10000.0018878,-2.9602256532e-06,-1.20232038136e-06,2.85270621492e-06,-1.26242500019e-06,-6.80770731978e-06,-2.9602256532e-06,1.22172865144e-05,-1.91283827387e-07,-2.34552787306e-06,6.87961816271e-06,2.46531938857e-06,-1.20232038136e-06,-1.91283827387e-07,1.17913436071e-05,-1.08995727618e-05,-7.13879937466e-06,1.9595953878e-05,2.85270621492e-06,-2.34552787306e-06,-1.08995727618e-05,0.000547144372838,-0.00210926971789,0.00608555083214,0.0466930314074,0.0116422874996,0.0672653957398,-0.0985493434348,0.00100483148992,2.74528836766e-05,-0.000169508658415,1.74718880876e-06,2.54589060423e-05,9.78738559204e-06,2.74528836766e-05,0.00113699848693,4.2190403691e-05,-2.84696382655e-05,1.12089414942e-06,1.65524452146e-06,-0.000169508658415,4.2190403691e-05,0.000106934655946,-1.98727150375e-06,-5.21762220019e-06,-2.06615649725e-06,1.74718880876e-06,-2.84696382655e-05,-1.98727150375e-06,3.55544055587e-06,3.87462079684e-08,1.53351480815e-06,2.54589060423e-05,1.12089414942e-06,-5.21762220019e-06,3.87462079684e-08,3.2030302453e-06,2.45524554499e-07,9.78738559204e-06,1.65524452146e-06,-2.06615649725e-06,1.53351480815e-06,2.45524554499e-07,1.12494778868e-05
1618072070246176130,3018,1618072070234298389,/map,/base_link,0.112212992191,0.0407944899035,0.22082649591,-0.120522969791,0.0363335663399,-0.991280864867,-0.0389401163096,10000.0095709,-2.82226723731e-05,-0.00126797961452,-1.28221666313e-06,7.30258976132e-06,-7.48225141716e-06,-2.82226723731e-05,10000.0097272,-0.000165675349144,-7.26555170482e-06,2.47612840437e-06,1.97087649931e-05,-0.00126797961452,-0.000165675349144,10000.0018724,-2.96107838937e-06,-1.22047005878e-06,2.86368705349e-06,-1.28221666313e-06,-7.26555170482e-06,-2.96107838937e-06,1.22690670466e-05,-1.92041887746e-07,-2.33628292681e-06,7.30258976132e-06,2.47612840437e-06,-1.22047005878e-06,-1.92041887746e-07,1.18427964008e-05,-1.09357971515e-05,-7.48225141716e-06,1.97087649931e-05,2.86368705349e-06,-2.33628292681e-06,-1.09357971515e-05,0.000547262861902,-0.00174824898321,0.00256225903408,0.0485726168069,0.0212377812384,0.0777375452569,-0.0819691858564,0.00101257057562,2.75850788121e-05,-0.000170844181938,1.7762384487e-06,2.56528927279e-05,9.86397443418e-06,2.75850788121e-05,0.0011457614028,4.24639102572e-05,-2.86740187438e-05,1.13858544285e-06,1.68731626473e-06,-0.000170844181938,4.24639102572e-05,0.000107413334965,-2.00086515998e-06,-5.25438742148e-06,-2.08034967949e-06,1.7762384487e-06,-2.86740187438e-05,-2.00086515998e-06,3.560227916e-06,3.87973333251e-08,1.53280228614e-06,2.56528927279e-05,1.13858544285e-06,-5.25438742148e-06,3.87973333251e-08,3.2079266382e-06,2.4580638488e-07,9.86397443418e-06,1.68731626473e-06,-2.08034967949e-06,1.53280228614e-06,2.4580638488e-07,1.12504666991e-05
1618072070246213838,3019,1618072070239114440,/map,/base_link,0.112106148368,0.0407202349052,0.221147765495,-0.120351144981,0.0362370728352,-0.991296403172,-0.0391652589895,10000.009592,-3.53347540002e-05,-0.00124736143998,-1.30167266592e-06,7.72044959529e-06,-7.8167138616e-06,-3.53347540002e-05,10000.0097372,-0.000170765294279,-7.71782497297e-06,2.48676142437e-06,1.9820867583e-05,-0.00124736143998,-0.000170765294279,10000.0018644,-2.96201124581e-06,-1.23827564308e-06,2.87446490405e-06,-1.30167266592e-06,-7.71782497297e-06,-2.96201124581e-06,1.23197497177e-05,-1.92785236432e-07,-2.32727578629e-06,7.72044959529e-06,2.48676142437e-06,-1.23827564308e-06,-1.92785236432e-07,1.18931526923e-05,-1.09713508805e-05,-7.8167138616e-06,1.9820867583e-05,2.87446490405e-06,-2.32727578629e-06,-1.09713508805e-05,0.00054737008932,-0.00266448876997,0.00405577410837,0.0473966967544,0.0273473597012,0.0759924121968,-0.0889519844194,0.00102020323926,2.77048354443e-05,-0.000172170894698,1.80596068908e-06,2.5843567497e-05,9.93915860778e-06,2.77048354443e-05,0.00115441130658,4.26963757783e-05,-2.88749065472e-05,1.15684604891e-06,1.71945690677e-06,-0.000172170894698,4.26963757783e-05,0.000107882420949,-2.01340346306e-06,-5.2906910268e-06,-2.09446253544e-06,1.80596068908e-06,-2.88749065472e-05,-2.01340346306e-06,3.56491403257e-06,3.88487599129e-08,1.53208778216e-06,2.5843567497e-05,1.15684604891e-06,-5.2906910268e-06,3.88487599129e-08,3.21272233515e-06,2.46089177504e-07,9.93915860778e-06,1.71945690677e-06,-2.09446253544e-06,1.53208778216e-06,2.46089177504e-07,1.12513537228e-05
1618072070288012975,3020,1618072070244167835,/map,/base_link,0.11214046513,0.0407402310711,0.221286670571,-0.120160526363,0.0361333803347,-0.991313372742,-0.0394160342207,10000.009586,-2.80756057968e-05,-0.00124960423059,-1.32215224743e-06,8.1627408417e-06,-8.1643487299e-06,-2.80756057968e-05,10000.0097434,-0.00017298887088,-8.19654957565e-06,2.4979828519e-06,1.99404627949e-05,-0.00124960423059,-0.00017298887088,10000.001894,-2.96313826625e-06,-1.25711138268e-06,2.88580997992e-06,-1.32215224743e-06,-8.19654957565e-06,-2.96313826625e-06,1.23735749693e-05,-1.93566596293e-07,-2.31794229076e-06,8.1627408417e-06,2.4979828519e-06,-1.25711138268e-06,-1.93566596293e-07,1.19466318726e-05,-1.1008456923e-05,-8.1643487299e-06,1.99404627949e-05,2.88580997992e-06,-2.31794229076e-06,-1.1008456923e-05,0.000547503933882,-0.00297345092714,0.0068335594382,0.0473241137685,0.0273481252265,0.0803559248864,-0.0950632702661,0.0010282850704,2.78255107281e-05,-0.000173553579899,1.83823189142e-06,2.6044525554e-05,1.00181260419e-05,2.78255107281e-05,0.00116356090977,4.29358338488e-05,-2.90863749433e-05,1.17692289846e-06,1.75383671721e-06,-0.000173553579899,4.29358338488e-05,0.000108372998725,-2.02650662727e-06,-5.32827487266e-06,-2.10902572855e-06,1.83823189142e-06,-2.90863749433e-05,-2.02650662727e-06,3.56983757386e-06,3.89001863539e-08,1.53137329907e-06,2.6044525554e-05,1.17692289846e-06,-5.32827487266e-06,3.89001863539e-08,3.21775536355e-06,2.46372136835e-07,1.00181260419e-05,1.75383671721e-06,-2.10902572855e-06,1.53137329907e-06,2.46372136835e-07,1.12524758778e-05
